,molecule_chembl_id,Ki,units,pKi,smiles
191,CHEMBL302376,534.0,nM,6.27,NC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
192,CHEMBL281805,0.22,nM,9.66,Nc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1
193,CHEMBL149732,2500.0,nM,5.6,O=C(Nc1nc(-c2ccccc2)nc2nc(-c3ccccc3)cn12)C1CCCC1
194,CHEMBL147582,3200.0,nM,5.5,CC(=O)Nc1nc(-c2ccccc2)nc2nc(-c3ccccc3)cn12
195,CHEMBL132629,67.0,nM,7.17,N[C@H]1[C@@H](O)[C@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)O[C@@H]1CO
196,CHEMBL355898,4300.0,nM,5.37,Cc1cn2c(NC(=O)C3CCCC3)nc(-c3ccccc3)nc2n1
197,CHEMBL358341,682.0,nM,6.17,Cc1cn2c(N)nc(-c3ccccc3)nc2n1
198,CHEMBL2112095,100000.0,nM,4.0,Nc1ncnc2c1ncn2[C@@]12C[C@H]1[C@H](CO)[C@@H](O)[C@H]2O
199,CHEMBL350830,66.0,nM,7.18,CCCCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1
200,CHEMBL165073,335.0,nM,6.47,CCn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1
201,CHEMBL329791,1390.0,nM,5.86,COc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)cc1
202,CHEMBL353299,401.0,nM,6.4,CCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1
203,CHEMBL141550,9.5,nM,8.02,O=C(Nc1cccc(Cl)c1)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12
204,CHEMBL165778,42.0,nM,7.38,CCCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1
205,CHEMBL165620,50.0,nM,7.3,CCCCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1
206,CHEMBL324512,594.0,nM,6.23,Cn1cc2c(nc(NC(=O)Nc3ccc(S(=O)(=O)O)cc3)n3nc(-c4ccco4)nc23)n1
207,CHEMBL349019,143.0,nM,6.84,Cn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1
208,CHEMBL348925,100.0,nM,7.0,Cn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1
209,CHEMBL424161,111.0,nM,6.96,CCCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1
210,CHEMBL165083,576.0,nM,6.24,CCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1
211,CHEMBL164509,34.0,nM,7.47,CCCn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1
212,CHEMBL423934,95.0,nM,7.02,CCCCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1
213,CHEMBL164685,60.0,nM,7.22,CCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1
214,CHEMBL349716,100.0,nM,7.0,CCCCn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1
215,CHEMBL167915,503.0,nM,6.3,CCCCn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1
216,CHEMBL302765,140.0,nM,6.85,CCCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1
217,CHEMBL165044,53.0,nM,7.28,CCn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1
218,CHEMBL164992,160.0,nM,6.8,COc1cccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)c1
219,CHEMBL350573,305.0,nM,6.52,CCCn1cc2c(nc(NC(=O)Nc3ccc(S(=O)(=O)O)cc3)n3nc(-c4ccco4)nc23)n1
220,CHEMBL168018,62.0,nM,7.21,CCCn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1
221,CHEMBL350042,121.0,nM,6.92,CCCn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1
222,CHEMBL349611,91.0,nM,7.04,CCCCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1
223,CHEMBL36786,2000.0,nM,5.7,Nc1nc(NC(=O)CCC2CCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
224,CHEMBL164381,140.0,nM,6.85,CCn1cc2c(nc(NC(=O)Nc3cccc(OC)c3)n3nc(-c4ccco4)nc23)n1
225,CHEMBL164281,200.0,nM,6.7,Cn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1
226,CHEMBL350261,113.0,nM,6.95,CCCn1cc2c(nc(NC(=O)Nc3cccc(OC)c3)n3nc(-c4ccco4)nc23)n1
227,CHEMBL355415,1115.0,nM,5.95,CCCn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1
228,CHEMBL36160,7750.0,nM,5.11,CCNc1nc(NC(=O)CC2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
229,CHEMBL330286,80.0,nM,7.1,CCCCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1
230,CHEMBL350205,50.0,nM,7.3,CCCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1
231,CHEMBL164325,95.0,nM,7.02,CCCCn1cc2c(nc(NC(=O)Nc3cccc(OC)c3)n3nc(-c4ccco4)nc23)n1
232,CHEMBL354161,695.0,nM,6.16,Cn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1
233,CHEMBL351075,12.0,nM,7.92,CCCn1cc2c(nc(NC(=O)Nc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1
234,CHEMBL164905,140.0,nM,6.85,CCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1
235,CHEMBL288258,1780.0,nM,5.75,Nc1nc(NC(=O)C2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
236,CHEMBL352796,40.0,nM,7.4,CCn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1
237,CHEMBL166301,667.0,nM,6.18,CCCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1
238,CHEMBL165224,680.0,nM,6.17,Cn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1
239,CHEMBL164686,140.0,nM,6.85,Cn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1
240,CHEMBL166684,24.0,nM,7.62,CCCCn1cc2c(nc(NC(=O)Nc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1
241,CHEMBL165560,100.0,nM,7.0,CCCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1
242,CHEMBL165910,614.0,nM,6.21,CCn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1
243,CHEMBL65271,1040.0,nM,5.98,CCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1
244,CHEMBL572765,120.0,nM,6.92,Cn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1
245,CHEMBL351211,180.0,nM,6.75,COc1ccccc1NC(=O)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12
246,CHEMBL164275,352.0,nM,6.45,CCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1
247,CHEMBL289982,4570.0,nM,5.34,Nc1nc(NC(=O)CCc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
248,CHEMBL36789,2410.0,nM,5.62,Nc1nc(NC(=O)CC2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
249,CHEMBL279391,5660.0,nM,5.25,O=C(CCc1ccccc1)Nc1nc(NC2CCCC2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
250,CHEMBL352707,495.0,nM,6.3,CCCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1
251,CHEMBL349240,148.0,nM,6.83,CCCCn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1
252,CHEMBL349954,31.0,nM,7.51,CCCCn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1
253,CHEMBL138332,1220.0,nM,5.91,CCCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1
254,CHEMBL144979,9.4,nM,8.03,COc1ccc(NC(=O)Nc2nc3ccc(Cl)cc3c3nc(-c4ccco4)nn23)cc1
255,CHEMBL351285,110.0,nM,6.96,Cc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)cc1
256,CHEMBL36734,10800.0,nM,4.97,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NC(=O)CCC4CCCC4)nc32)[C@H](O)[C@@H]1O
257,CHEMBL352073,160.0,nM,6.8,CCn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1
258,CHEMBL285251,4100.0,nM,5.39,Nc1nc(NC(=O)/C=C/c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
259,CHEMBL36320,1940.0,nM,5.71,Nc1nc(NC(=O)CCCC2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
260,CHEMBL36098,2180.0,nM,5.66,O=C(CCC1CCCC1)Nc1nc(NC2CCCC2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
261,CHEMBL164647,133.0,nM,6.88,CCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1
262,CHEMBL349464,306.0,nM,6.51,CCCn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1
263,CHEMBL141154,180.0,nM,6.75,CCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1
264,CHEMBL167753,180.0,nM,6.75,Cn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1
265,CHEMBL164867,249.0,nM,6.6,CCn1cc2c(nc(NC(=O)Nc3ccc(S(=O)(=O)O)cc3)n3nc(-c4ccco4)nc23)n1
266,CHEMBL164904,352.0,nM,6.45,CCCCn1cc2c(nc(NC(=O)Nc3ccc(S(=O)(=O)O)cc3)n3nc(-c4ccco4)nc23)n1
267,CHEMBL165600,40.0,nM,7.4,CCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1
268,CHEMBL344501,1195.0,nM,5.92,Cn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1
269,CHEMBL352192,376.0,nM,6.42,CCCCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1
270,CHEMBL163968,400.0,nM,6.4,CCCCn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1
271,CHEMBL348975,30.0,nM,7.52,CCn1cc2c(nc(NC(=O)Nc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1
272,CHEMBL352345,150.0,nM,6.82,CCn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1
273,CHEMBL400189,7220.0,nM,5.14,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CCCC3)ncnc21
274,CHEMBL139000,750.0,nM,6.12,C[C@H](Cc1ccccc1)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
275,CHEMBL420705,1800.0,nM,5.75,C[C@@H](Cc1ccccc1)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
276,CHEMBL2113388,7440.0,nM,5.13,C[C@H](Cc1ccccc1)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@]1(C)O
277,CHEMBL251997,3.9,nM,8.41,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CCCC3)nc(Cl)nc21
278,CHEMBL66393,20.4,nM,7.69,OC[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O
279,CHEMBL606495,1330.0,nM,5.88,C[C@]1(O)C(n2cnc3c(N)nc(Cl)nc32)O[C@H](CO)[C@H]1O
280,CHEMBL68738,385.0,nM,6.42,OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O
281,CHEMBL2113418,218.0,nM,6.66,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@](C)(O)[C@@H]1O
282,CHEMBL73809,3420.0,nM,5.47,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21
283,CHEMBL444550,935.0,nM,6.03,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NCc3cccc(I)c3)ncnc21
284,CHEMBL605034,1533.0,nM,5.81,CNC(=O)[C@H]1OC(n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@](C)(O)[C@@H]1O
285,CHEMBL285819,120.0,nM,6.92,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
286,CHEMBL439447,50.0,nM,7.3,CSc1c2c(nc(NC(=O)Cc3ccc(CC(C)C)cc3)n3nc(-c4ccco4)nc23)nn1C
287,CHEMBL280888,2.1,nM,8.68,CCCSc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C
288,CHEMBL273807,503.0,nM,6.3,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)nc2n(CCC)c1=O
289,CHEMBL22113,3.1,nM,8.51,COc1ccc(NC(=O)Nc2nc3nn(C)c(SC)c3c3nc(-c4ccco4)nn23)cc1
290,CHEMBL20888,10.0,nM,8.0,CCNc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C
291,CHEMBL21910,15.0,nM,7.82,COc1ccc(CC(=O)Nc2nc3nn(C)c(SC)c3c3nc(-c4ccco4)nn23)cc1
292,CHEMBL554955,16.0,nM,7.8,CCNc1c2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)nn1C.Cl
293,CHEMBL21541,156.0,nM,6.81,CN1CCN(c2c3c(nc(N)n4nc(-c5ccco5)nc34)nn2C)CC1
294,CHEMBL21572,4.1,nM,8.39,CSc1c2c(nc(NC(=O)Cc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)nn1C
295,CHEMBL20445,22.0,nM,7.66,CSc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1CCCc1ccccc1
296,CHEMBL20555,21.0,nM,7.68,CCNc1c2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)nn1C
297,CHEMBL281129,1.2,nM,8.92,CSc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C
298,CHEMBL22085,61.0,nM,7.21,CCNc1c2c(nc(NC(=O)Cc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)nn1C
299,CHEMBL553587,135.0,nM,6.87,CN1CCN(c2c3c(nc(N)n4nc(-c5ccco5)nc34)nn2C)CC1.Cl.Cl
300,CHEMBL544678,10.0,nM,8.0,CCNc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C.Cl
301,CHEMBL81616,23.0,nM,7.64,CC(=O)NCCNc1[nH]c(-c2ccccc2)nc2nc(C)c(C)c1-2
302,CHEMBL312503,962.0,nM,6.02,Cc1[nH]c2nc(-c3ccccc3)nc(N[C@@H]3CCCCNC3=O)c2c1C
303,CHEMBL82197,215.0,nM,6.67,Cc1[nH]c2nc(-c3ccccc3)nc(NCCN3CCNC3=O)c2c1C
304,CHEMBL78659,1136.0,nM,5.95,Cc1nc2nc(-c3ccccc3)[nH]c(N[C@H](CO)CC(C)C)c-2c1C
305,CHEMBL81863,811.0,nM,6.09,Cc1[nH]c2nc(-c3ccccc3)nc(NCc3ccncc3)c2c1C
306,CHEMBL78595,754.0,nM,6.12,Cc1[nH]c2nc(-c3ccccc3)nc(N[C@H]3CC[C@H](O)CC3)c2c1C
307,CHEMBL166424,100.0,nM,7.0,COc1ccc(/C=N/N=C(\S)Cc2ccccc2)c(O)c1
308,CHEMBL353593,20.0,nM,7.7,COc1cccc(-c2n[nH]c(Cc3ccccc3Br)n2)c1
309,CHEMBL109691,1200.0,nM,5.92,O=c1c(-c2ccc(O)cc2)nnc2n(Cc3ccccc3)c3ccccc3n12
310,CHEMBL137950,110.0,nM,6.96,O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12
311,CHEMBL167703,1200.0,nM,5.92,S/C(Cc1ccccc1)=N\N=C\c1ccc2ccccc2n1
312,CHEMBL168895,90.0,nM,7.05,COc1cccc(-c2n[nH]c(Cc3ccc(Cl)c(Cl)c3)n2)c1OC
313,CHEMBL7334,3500.0,nM,5.46,Oc1ccc(-c2nnc3nc4ccccc4n3c2O)cc1O
314,CHEMBL168481,100.0,nM,7.0,S/C(Cc1ccccc1)=N\N=C\c1ccccn1
315,CHEMBL423542,0.18,nM,9.74,Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12
316,CHEMBL167343,100.0,nM,7.0,COc1cccc(-c2n[nH]c(Cc3ccc4ccccc4c3)n2)c1
317,CHEMBL269112,1023.0,nM,5.99,Oc1c(-c2cccs2)nnc2nc3ccccc3n12
318,CHEMBL7608,241.0,nM,6.62,Oc1c(-c2ccco2)nnc2nc3ccccc3n12
319,CHEMBL167977,400.0,nM,6.4,Cn1nc(-c2ccc(N=[N+]=[N-])cc2)nc1-c1cccc(CN2CC=CC2)c1
320,CHEMBL170215,60.0,nM,7.22,Clc1ccc(Cc2n[nH]c(-c3cnccn3)n2)cc1Cl
321,CHEMBL424526,2000.0,nM,5.7,S/C(Cc1ccccc1)=N\N=C\c1cnc2ccccc2c1
322,CHEMBL165760,20.0,nM,7.7,COc1cccc(-c2nc(Cc3ccc(C)c(C)c3)n[nH]2)c1
323,CHEMBL7953,5000.0,nM,5.3,Oc1c(-c2ccsc2)nnc2nc3ccccc3n12
324,CHEMBL422820,124.0,nM,6.91,COc1ccc(NC(=O)Nc2nc3nn(CCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1
325,CHEMBL166500,20.0,nM,7.7,COc1cccc(-c2n[nH]c(Cc3cccc(F)c3F)n2)c1
326,CHEMBL355390,700.0,nM,6.16,COc1cccc(-c2n[nH]c(CC3CCCCC3)n2)c1
327,CHEMBL7327,1300.0,nM,5.89,Oc1ccc(-c2nnc3nc4ccccc4n3c2O)cc1
328,CHEMBL354321,40.0,nM,7.4,COc1cccc(-c2n[nH]c(Cc3ccc(Cl)c(Cl)c3)n2)c1
329,CHEMBL166429,5.0,nM,8.3,S/C(Cc1ccccc1)=N\N=C\c1cccnc1
330,CHEMBL7113,2900.0,nM,5.54,Oc1c(-c2ccccc2)nnc2nc3ccccc3n12
331,CHEMBL137879,1.9,nM,8.72,CCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1
332,CHEMBL344706,2.55,nM,8.59,CCCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1
333,CHEMBL166104,1400.0,nM,5.85,Oc1ccc(OC(F)(F)F)cc1/C=N/N=C(\S)Cc1ccccc1
334,CHEMBL139182,1015.0,nM,5.99,COc1ccc(NC(=O)Nc2nc3nn(CCCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1
335,CHEMBL168892,10.0,nM,8.0,COc1cccc(-c2n[nH]c(Cc3cccc(Br)c3)n2)c1
336,CHEMBL168334,10.0,nM,8.0,O=[N+]([O-])c1ccc(O)c(/C=N/N=C(\S)Cc2ccccc2)c1
337,CHEMBL307199,401.0,nM,6.4,OC[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O
338,CHEMBL166939,70.0,nM,7.16,COc1cccc(-c2n[nH]c(Cc3ccc(F)c(F)c3)n2)c1
339,CHEMBL166548,4200.0,nM,5.38,COc1cc(/C=N/N=C(\S)Cc2ccccc2)c(O)c(OC)c1
340,CHEMBL168424,20.0,nM,7.7,COc1ccc(O)c(/C=N/N=C(\S)Cc2ccccc2)c1
341,CHEMBL168912,1000.0,nM,6.0,COc1cccc(-c2n[nH]c(CCc3ccc(Cl)c(Cl)c3)n2)c1
342,CHEMBL423082,80.0,nM,7.1,COc1cccc(-c2n[nH]c(Cc3cccc([N+](=O)[O-])c3)n2)c1
343,CHEMBL167010,4700.0,nM,5.33,COc1cccc(/C=N/N=C(\S)Cc2ccccc2)c1O
344,CHEMBL167001,700.0,nM,6.16,Oc1ccccc1-c1n[nH]c(-c2ccccc2)n1
345,CHEMBL342906,202.0,nM,6.7,O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12
346,CHEMBL353602,700.0,nM,6.16,COc1cccc(-c2n[nH]c(-c3ccc(Cl)c(Cl)c3)n2)c1
347,CHEMBL113518,1236.0,nM,5.91,O=c1c(-c2ccco2)nnc2n(Cc3ccccc3)c3ccccc3n12
348,CHEMBL424011,1000.0,nM,6.0,c1cc(CN2CCCC2)cc(-c2n[nH]c(-c3ccc4c(c3)OCCO4)n2)c1
349,CHEMBL355761,100.0,nM,7.0,Clc1ccc(Cc2n[nH]c(-c3ccc4c(c3)OCO4)n2)cc1Cl
350,CHEMBL7098,6300.0,nM,5.2,Cn1c2ccccc2n2c(=O)c(-c3ccco3)nnc12
351,CHEMBL67026,1.5,nM,8.82,Nc1nc2c(cnn2CCCc2ccc(O)cc2)c2nc(-c3ccco3)nn12
352,CHEMBL307748,3.3,nM,8.48,Nc1nc2c(cnn2CCCc2ccc3c(c2)OCO3)c2nc(-c3ccco3)nn12
353,CHEMBL69794,2.7,nM,8.57,COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1OC
354,CHEMBL121593,80.0,nM,7.1,Nc1nc2ccccc2n2c(=O)n(-c3ccc(O)cc3)nc12
355,CHEMBL121793,9700.0,nM,5.01,CC(=O)Oc1ccc(-n2nc3c(=O)[nH]c4ccccc4n3c2=O)cc1
356,CHEMBL118164,3.6,nM,8.44,Nc1ccc(-n2nc3c(N)nc4ccccc4n3c2=O)cc1
357,CHEMBL334224,1600.0,nM,5.8,Nc1nc2c([N+](=O)[O-])cccc2n2c(=O)n(-c3ccc(O)cc3)nc12
358,CHEMBL116827,1049.0,nM,5.98,COc1ccc(-n2nc3c(N)nc4c(N)cccc4n3c2=O)cc1
359,CHEMBL421420,75.8,nM,7.12,Nc1nc2c([N+](=O)[O-])cccc2n2c(=O)n(-c3ccccc3)nc12
360,CHEMBL120662,13000.0,nM,4.89,CCOc1ccc(-n2nc3c(N)nc4ccccc4n3c2=O)cc1
361,CHEMBL332969,6800.0,nM,5.17,O=c1[nH]c2ccccc2n2c(=O)n(-c3ccc(O)cc3)nc12
362,CHEMBL331946,181.0,nM,6.74,Nc1cccc2c1nc(N)c1nn(-c3ccc(O)cc3)c(=O)n12
363,CHEMBL105913,3700.0,nM,5.43,COc1ccc(-n2cc3c(n2)c(N)nc2ccccc23)cc1
364,CHEMBL419002,329.0,nM,6.48,Cc1ccccc1-n1cc2c(n1)c(NC1CCCC1)nc1ccccc12
365,CHEMBL118923,100.0,nM,7.0,Cl.Cn1cc2c(nc(NC(=O)Nc3ccncc3)n3nc(-c4ccco4)nc23)n1
366,CHEMBL107116,5400.0,nM,5.27,c1ccc(CNc2nc3ccccc3c3cn(-c4ccccc4)nc23)cc1
367,CHEMBL359044,115.0,nM,6.94,CC(C)CCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1
368,CHEMBL315150,0.78,nM,9.11,CC(C)CCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1
369,CHEMBL145623,0.8,nM,9.1,CC(C)=CCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1
370,CHEMBL107446,3750.0,nM,5.43,Cc1cccc(-n2cc3c(n2)c(N)nc2ccccc23)c1
371,CHEMBL145767,520.0,nM,6.28,COc1ccc(NC(=O)Nc2nc3n[nH]cc3c3nc(-c4ccco4)nn23)cc1
372,CHEMBL142926,1025.0,nM,5.99,COc1ccc(NC(=O)Nc2nc3nn(CC=C(C)C)cc3c3nc(-c4ccco4)nn23)cc1
373,CHEMBL144972,348.0,nM,6.46,Nc1nc2nn(CCc3cc(Br)c(Br)cc3Br)cc2c2nc(-c3ccco3)nn12
374,CHEMBL342500,110.0,nM,6.96,CC(C)=CCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1
375,CHEMBL321441,49.5,nM,7.3,Nc1nc2ccccc2c2cn(-c3cccc(F)c3)nc12
376,CHEMBL104177,5750.0,nM,5.24,Fc1cccc(-n2cc3c(n2)c(NC2CCCCC2)nc2ccccc23)c1
377,CHEMBL106986,5051.0,nM,5.3,c1ccc(CCNc2nc3ccccc3c3cn(-c4ccccc4)nc23)cc1
378,CHEMBL320741,2400.0,nM,5.62,CC(=O)Nc1nc2ccccc2c2cn(-c3ccccc3)nc12
379,CHEMBL357663,545.0,nM,6.26,COc1ccc(NC(=O)Nc2nc3nn(C(C)(C)C)cc3c3nc(-c4ccco4)nn23)cc1
380,CHEMBL107637,1600.0,nM,5.8,Cc1ccccc1-n1cc2c(n1)c(N)nc1ccccc12
381,CHEMBL107414,1200.0,nM,5.92,Cc1cccc(-n2cc3c(n2)c(NC2CCCC2)nc2ccccc23)c1
382,CHEMBL142562,248.0,nM,6.61,O=C(Nc1cccc(Cl)c1)Nc1nc2n[nH]cc2c2nc(-c3ccco3)nn12
383,CHEMBL16894,1.6,nM,8.8,CCCCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1
384,CHEMBL414620,45.0,nM,7.35,CC(C)(C)n1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1
385,CHEMBL341852,3600.0,nM,5.44,O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCc3cc(Br)c(Br)cc3Br)cc2c2nc(-c3ccco3)nn12
