,molecule_chembl_id,Ki,units,pKi,smiles,mols,maccs,mw,fsp3,n_lipinski_hba,n_lipinski_hbd,n_rings,n_hetero_atoms,n_heavy_atoms,n_rotatable_bonds,tpsa,qed,clogp,sas,n_aliphatic_carbocycles,n_aliphatic_heterocyles,n_aliphatic_rings,n_aromatic_carbocycles,n_aromatic_heterocyles,n_aromatic_rings,n_saturated_carbocycles,n_saturated_heterocyles,n_saturated_rings
0,CHEMBL132806,57.0,nM,7.24,CC(C)CCn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA75150>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EA75540>,429.1913229760001,0.2608695652173913,9,1,5,9,32,7,103.14,0.41999960655163143,3.9613000000000023,2.785384571180055,0,0,0,1,4,5,0,0,0
1,CHEMBL336217,42.0,nM,7.38,CC(C)CCn1cc2c(nc(NC(=O)Cc3cccc4ccccc34)n3nc(-c4ccco4)nc23)n1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA75690>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFE6C0>,479.2069730400001,0.2222222222222222,9,1,6,9,36,7,103.14,0.34110544778956403,5.114500000000004,2.8694173292435217,0,0,0,2,4,6,0,0,0
2,CHEMBL134566,60.0,nM,7.22,O=C(Cc1ccccc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA750E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFE9D0>,477.1913229760001,0.14814814814814814,9,1,6,9,36,8,103.14,0.3450390378831403,4.548000000000004,2.7025306536760993,0,0,0,2,4,6,0,0,0
3,CHEMBL435022,38.0,nM,7.42,CC(C)CCn1cc2c(nc(NC(=O)COc3ccccc3)n3nc(-c4ccco4)nc23)n1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA75070>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFEA40>,445.18623759600007,0.2608695652173913,10,1,5,10,33,8,112.37,0.3865147765102877,3.797600000000002,2.792537199244274,0,0,0,1,4,5,0,0,0
4,CHEMBL341376,423.0,nM,6.37,Cn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA75230>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFEAB0>,373.12872272000004,0.10526315789473684,9,1,5,9,28,4,103.14,0.5189880708800217,2.4522000000000004,2.6811304339684785,0,0,0,1,4,5,0,0,0
5,CHEMBL138593,45.0,nM,7.35,O=C(COc1ccccc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76420>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFEB20>,493.18623759600007,0.14814814814814814,10,1,6,10,37,9,112.36999999999999,0.317950820325308,4.384300000000003,2.719300580983333,0,0,0,2,4,6,0,0,0
6,CHEMBL324735,381.0,nM,6.42,Cn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA75AF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFEB90>,374.123971688,0.05555555555555555,10,2,5,10,28,3,115.17,0.5016596210984153,2.915000000000001,2.698054824212381,0,0,0,1,4,5,0,0,0
7,CHEMBL16867,0.31,nM,9.51,Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA75850>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFEC00>,345.1338081,0.1111111111111111,8,2,5,8,26,4,100.06,0.5371761623147397,2.5589000000000004,2.673013705247877,0,0,0,1,4,5,0,0,0
8,CHEMBL541455,60.0,nM,7.22,O=C(Cc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA75FC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFEC70>,463.1756729120001,0.11538461538461539,9,1,6,9,35,7,103.14,0.38139010162666165,4.157900000000002,2.6797582935585584,0,0,0,2,4,6,0,0,0
9,CHEMBL16687,1.7,nM,8.77,Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA75310>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFECE0>,285.04173755600004,0.0,6,2,4,7,20,1,82.24,0.5813090016160568,2.7731000000000012,2.4233110208556283,0,0,0,1,3,4,0,0,0
10,CHEMBL341777,40.0,nM,7.4,O=C(COc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA759A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFED50>,479.17058753200007,0.11538461538461539,10,1,6,10,36,8,112.36999999999999,0.3511651729591608,3.994200000000002,2.695641221612835,0,0,0,2,4,6,0,0,0
11,CHEMBL287321,22500.0,nM,4.65,Nc1ncnc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(CO)C[C@H]12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA75930>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFEDC0>,277.11748934,0.5833333333333334,8,5,4,8,20,2,130.31,0.5354291070261376,-1.3164000000000007,4.220184834384176,2,0,2,0,2,2,2,0,2
12,CHEMBL464859,20.0,nM,7.7,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA75B60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFEE30>,308.12330299199994,0.5,10,5,3,10,22,3,148.41,0.5168442633030493,-1.8361999999999987,3.6549574867718118,0,1,1,0,2,2,0,1,1
13,CHEMBL113189,277.0,nM,6.56,CCN(CC)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76490>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFEEA0>,377.048736852,0.26666666666666666,7,2,3,8,23,4,89.66,0.7541870666257812,2.8160000000000007,2.7773486672046026,0,0,0,0,3,3,0,0,0
14,CHEMBL112195,35.0,nM,7.46,Nc1cc(C(=O)N2CCCC2)cn2nc(-c3ccc(Br)o3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76500>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFEF10>,375.033086788,0.26666666666666666,7,2,4,8,23,2,89.66000000000001,0.7426454740938845,2.570000000000001,2.662939772973834,0,1,1,0,3,3,0,1,1
15,CHEMBL113541,23.0,nM,7.64,CN(C)C(=O)CN(C)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76180>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFEF80>,420.054550504,0.25,9,2,3,10,26,4,109.97,0.6838498773201619,1.4942000000000002,2.8942024038731944,0,0,0,0,3,3,0,0,0
16,CHEMBL109845,27.0,nM,7.57,Nc1cc(C(=O)N2CCCCC2)cc2nc(-c3ccco3)nn12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA75BD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFEFF0>,311.13822478400004,0.3125,7,2,4,7,23,2,89.66000000000001,0.7833031013124828,2.1976000000000004,2.4812871897361752,0,1,1,0,3,3,0,1,1
17,CHEMBL110646,61.0,nM,7.21,COC[C@H]1CCCN1C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA761F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF060>,419.059301536,0.35294117647058826,8,2,4,9,26,4,98.89,0.6968650985451224,2.585000000000001,3.2993548057052653,0,1,1,0,3,3,0,1,1
18,CHEMBL113228,14.0,nM,7.85,Cc1ccc(-c2nc3cc(C(=O)N4CCCCC4)cc(N)n3n2)o1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76340>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF0D0>,325.15387484800004,0.35294117647058826,7,2,4,7,24,2,89.66,0.7816500469517832,2.5060199999999995,2.529614743789349,0,1,1,0,3,3,0,1,1
19,CHEMBL432624,76.0,nM,7.12,Cc1ccc(-c2nc3c(N)cc(C(=O)N4CCCC4)cn3n2)o1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA75A80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF140>,311.13822478400004,0.3125,7,2,4,7,23,2,89.66,0.7826329500523144,2.11592,2.576885926819987,0,1,1,0,3,3,0,1,1
20,CHEMBL113967,2.0,nM,8.7,CC1CCCCN1C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA75D90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF1B0>,403.064386916,0.35294117647058826,7,2,4,8,25,2,89.66,0.7077274514212617,3.348600000000001,3.1667993775185366,0,1,1,0,3,3,0,1,1
21,CHEMBL113542,15.0,nM,7.82,CC1CCCN(C(=O)c2cc(N)c3nc(-c4ccc(Br)o4)nn3c2)C1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA762D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF220>,403.064386916,0.35294117647058826,7,2,4,8,25,2,89.66,0.7086645807988972,3.206100000000001,3.1737907101295875,0,1,1,0,3,3,0,1,1
22,CHEMBL112740,50.0,nM,7.3,CN(CCc1ccccc1)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA760A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF290>,439.064386916,0.15,7,2,4,8,28,5,89.66,0.5119132074963003,3.6487000000000016,2.6424498523549698,0,0,0,1,3,4,0,0,0
23,CHEMBL112631,3.0,nM,8.52,CN(C)C(=O)CN(C)C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA766C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF300>,420.0545505040001,0.25,9,2,3,10,26,4,109.97,0.6838498773201619,1.4942000000000004,2.852324614057377,0,0,0,0,3,3,0,0,0
24,CHEMBL323945,3.0,nM,8.52,CC1CCCN(C(=O)c2cc(N)n3nc(-c4ccc(Br)o4)nc3c2)C1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76730>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF370>,403.064386916,0.35294117647058826,7,2,4,8,25,2,89.66,0.7086645807988969,3.206100000000001,3.1363417393820257,0,1,1,0,3,3,0,1,1
25,CHEMBL325993,62.0,nM,7.21,CC1CCCCN1C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA767A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF3E0>,403.064386916,0.35294117647058826,7,2,4,8,25,2,89.66,0.7077274514212616,3.348600000000001,3.2042483482661,0,1,1,0,3,3,0,1,1
26,CHEMBL325646,57.0,nM,7.24,Nc1cc(C(=O)N2CCCC2)cc2nc(-c3ccccn3)nn12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76810>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF450>,308.13855913200007,0.25,7,2,4,7,23,2,89.41000000000001,0.7765667507818583,1.6094999999999997,2.4286697385306653,0,1,1,0,3,3,0,1,1
27,CHEMBL325350,9.0,nM,8.05,Nc1cc(C(=O)N2CCCC2)cc2nc(-c3ccc(Br)o3)nn12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76880>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF4C0>,375.033086788,0.26666666666666666,7,2,4,8,23,2,89.66000000000001,0.7426454740938845,2.5700000000000003,2.62265375898782,0,1,1,0,3,3,0,1,1
28,CHEMBL109499,11.0,nM,7.96,Nc1cc(C(=O)N2CCCC2)cc2nc(-c3ccco3)nn12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA768F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF530>,297.12257472000005,0.26666666666666666,7,2,4,7,22,2,89.66000000000001,0.7787647782032057,1.8074999999999999,2.488803164879066,0,1,1,0,3,3,0,1,1
29,CHEMBL112773,2.0,nM,8.7,COC[C@H]1CCCN1C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76960>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF5A0>,419.05930153599996,0.35294117647058826,8,2,4,9,26,4,98.89,0.6968650985451222,2.585,3.263424036474496,0,1,1,0,3,3,0,1,1
30,CHEMBL113376,27.0,nM,7.57,Nc1cc(C(=O)N2CCCCC2)cn2nc(-c3ccc(Br)o3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA769D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF610>,389.048736852,0.3125,7,2,4,8,24,2,89.66000000000001,0.7268403970341353,2.9601000000000015,2.650461566531824,0,1,1,0,3,3,0,1,1
31,CHEMBL110698,6.0,nM,8.22,CCCN(C)C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76A40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF680>,377.048736852,0.26666666666666666,7,2,3,8,23,4,89.66,0.7541870666257812,2.8160000000000007,2.780115734512295,0,0,0,0,3,3,0,0,0
32,CHEMBL114405,104.0,nM,6.98,Nc1cc(C(=O)N2CCCC2)cc2nc(-c3cccs3)nn12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76AB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF6F0>,313.09973110000004,0.26666666666666666,6,2,4,7,22,2,76.52000000000001,0.7871871102181048,2.2760000000000007,2.4743317706482966,0,1,1,0,3,3,0,1,1
33,CHEMBL17127,0.6,nM,9.22,Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76B20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF760>,345.1338081,0.1111111111111111,8,2,5,8,26,4,100.06,0.5371761623147397,2.5589000000000004,2.5357443745785453,0,0,0,1,4,5,0,0,0
34,CHEMBL109753,190.0,nM,6.72,Nc1cc(C(=O)N2CCCCC2)cn2nc(-c3ccco3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76B90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF7D0>,311.13822478400004,0.3125,7,2,4,7,23,2,89.66000000000001,0.7833031013124828,2.1975999999999996,2.5209719199313554,0,1,1,0,3,3,0,1,1
35,CHEMBL110074,4.0,nM,8.4,CC1CCCN1C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76C00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF840>,389.048736852,0.3125,7,2,4,8,24,2,89.66,0.7268433605191074,2.958500000000001,3.183117096628834,0,1,1,0,3,3,0,1,1
36,CHEMBL324077,6.0,nM,8.22,Nc1cc(C(=O)N2CCCCC2)cc2nc(-c3ccc(Br)o3)nn12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76C70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF8B0>,389.048736852,0.3125,7,2,4,8,24,2,89.66000000000001,0.7268403970341353,2.9601000000000015,2.6119271183712893,0,1,1,0,3,3,0,1,1
37,CHEMBL323621,4.0,nM,8.4,CCN(CCc1ccccn1)C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76CE0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF920>,454.07528594800004,0.2,8,2,4,9,29,6,102.55,0.47806854278079525,3.4338000000000015,2.793187442373867,0,0,0,0,4,4,0,0,0
38,CHEMBL420307,5.0,nM,8.3,CN(CCc1ccccc1)C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76D50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFF990>,439.06438691600005,0.15,7,2,4,8,28,5,89.66,0.5119132074963003,3.6487000000000016,2.605283313893432,0,0,0,1,3,4,0,0,0
39,CHEMBL112897,40.0,nM,7.4,CCN(CC)C(=O)C1CCCN(C(=O)c2cc(N)c3nc(-c4ccc(Br)o4)nn3c2)C1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76DC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFFA00>,488.11715076,0.42857142857142855,9,2,4,10,31,5,109.97,0.5901879703796902,3.0546000000000006,3.2978391352644625,0,1,1,0,3,3,0,1,1
40,CHEMBL112249,192.0,nM,6.72,Nc1cc(C(=O)N2CCCC2)cn2nc(-c3ccccn3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76E30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFFA70>,308.138559132,0.25,7,2,4,7,23,2,89.41000000000001,0.7765667507818583,1.6095000000000002,2.468354468725842,0,1,1,0,3,3,0,1,1
41,CHEMBL320349,12.0,nM,7.92,COC[C@@H]1CCCN1C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76EA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFFAE0>,419.05930153599996,0.35294117647058826,8,2,4,9,26,4,98.89,0.6968650985451222,2.585,3.263424036474496,0,1,1,0,3,3,0,1,1
42,CHEMBL113009,44.0,nM,7.36,CCCN(C)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76F10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFFB50>,377.048736852,0.26666666666666666,7,2,3,8,23,4,89.66,0.7541870666257812,2.8160000000000007,2.826573907589218,0,0,0,0,3,3,0,0,0
43,CHEMBL114185,27.0,nM,7.57,CC1CCCN1C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76F80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFFBC0>,389.048736852,0.3125,7,2,4,8,24,2,89.66,0.7268433605191075,2.958500000000001,3.2222182278505533,0,1,1,0,3,3,0,1,1
44,CHEMBL323754,73.0,nM,7.14,Nc1cc(C(=O)N2CCSCC2)cn2nc(-c3ccc(Br)o3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA76FF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFFC30>,407.00515778799996,0.26666666666666666,7,2,4,9,24,2,89.66000000000001,0.7011467373664101,2.5230000000000006,2.911341165194031,0,1,1,0,3,3,0,1,1
45,CHEMBL110047,16.0,nM,7.8,COC[C@@H]1CCCN1C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA77060>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFFCA0>,419.059301536,0.35294117647058826,8,2,4,9,26,4,98.89,0.6968650985451224,2.585000000000001,3.2993548057052653,0,1,1,0,3,3,0,1,1
46,CHEMBL419191,57.0,nM,7.24,Cc1ccc(-c2nc3c(N)cc(C(=O)N4CCCCC4)cn3n2)o1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA770D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFFD10>,325.15387484800004,0.35294117647058826,7,2,4,7,24,2,89.66,0.7816500469517832,2.5060200000000012,2.5681491919498836,0,1,1,0,3,3,0,1,1
47,CHEMBL324591,17.0,nM,7.77,Cc1ccc(-c2nc3cc(C(=O)N4CCCC4)cc(N)n3n2)o1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA77140>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFFD80>,311.13822478400004,0.3125,7,2,4,7,23,2,89.66,0.7826329500523144,2.11592,2.5365999128339745,0,1,1,0,3,3,0,1,1
48,CHEMBL113142,0.8,nM,9.1,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA771B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFFDF0>,337.12872272000004,0.125,9,4,4,9,25,5,127.39,0.5021357205153985,1.7216999999999998,2.5725039232156313,0,0,0,1,3,4,0,0,0
49,CHEMBL325237,9.0,nM,8.05,Nc1cc(C(=O)N2CCSCC2)cc2nc(-c3ccc(Br)o3)nn12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA77220>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFFE60>,407.005157788,0.26666666666666666,7,2,4,9,24,2,89.66000000000001,0.7011467373664102,2.5230000000000006,2.8728067170334963,0,1,1,0,3,3,0,1,1
50,CHEMBL433162,197.0,nM,6.71,Nc1cc(C(=O)N2CCCC2)cn2nc(-c3cccs3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA77290>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFFED0>,313.09973110000004,0.26666666666666666,6,2,4,7,22,2,76.52000000000001,0.7871871102181048,2.2760000000000007,2.515876722571372,0,1,1,0,3,3,0,1,1
51,CHEMBL110069,3.0,nM,8.52,CCN(CC)C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA77300>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EAFFF40>,377.048736852,0.26666666666666666,7,2,3,8,23,4,89.66,0.7541870666257812,2.8160000000000007,2.7308904941276815,0,0,0,0,3,3,0,0,0
52,CHEMBL332718,8.0,nM,8.1,CCN(CC)C(=O)C1CCCN(C(=O)c2cc(N)n3nc(-c4ccc(Br)o4)nc3c2)C1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA77370>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB00040>,488.1171507600001,0.42857142857142855,9,2,4,10,31,5,109.97,0.5901879703796902,3.0546000000000006,3.2672773315509342,0,1,1,0,3,3,0,1,1
53,CHEMBL113468,76.0,nM,7.12,CCN(CCc1ccccn1)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA773E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB000B0>,454.0752859480001,0.2,8,2,4,9,29,6,102.55,0.47806854278079525,3.4338000000000015,2.829010611975349,0,0,0,0,4,4,0,0,0
54,CHEMBL113412,57.0,nM,7.24,Nc1cc(C(=O)N2CCCC2)cn2nc(-c3ccco3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA77450>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB00120>,297.12257472000005,0.26666666666666666,7,2,4,7,22,2,89.66000000000001,0.7787647782032057,1.8075,2.5303481168021413,0,1,1,0,3,3,0,1,1
55,CHEMBL329294,1400.0,nM,5.85,COc1ccc2c(O)cc(-c3ccccc3)nc2n1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA774C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB00190>,252.089877624,0.06666666666666667,4,1,3,4,19,2,55.24,0.7613211619299356,3.011000000000001,2.18392726520284,0,0,0,1,2,3,0,0,0
56,CHEMBL102429,2300.0,nM,5.64,CN(C)c1ccc2c(O)cc(-c3ccccc3)nc2n1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA77530>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB00200>,265.1215121,0.125,4,1,3,4,20,2,49.25,0.7733046123889359,3.0684000000000005,2.326642920897511,0,0,0,1,2,3,0,0,0
57,CHEMBL183,200.0,nM,6.7,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA775A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB00270>,304.189926008,0.6875,6,1,3,6,22,5,72.68,0.9213317739545931,2.3639,2.5044389899411,1,0,1,0,2,2,1,0,1
58,CHEMBL313864,630.0,nM,6.2,Cc1ccc2c(O)cc(-c3ccc(F)cc3)nc2n1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA77610>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB002E0>,254.085541192,0.06666666666666667,3,1,3,4,19,1,46.010000000000005,0.723060989450725,3.4499200000000014,2.1869130460886197,0,0,0,1,2,3,0,0,0
59,CHEMBL97665,7000.0,nM,5.16,Cc1ccc2c(N(C)C)cc(-c3ccccc3)nc2n1,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA77680>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB00350>,263.142247544,0.17647058823529413,3,0,3,3,20,2,29.020000000000003,0.7060674691967603,3.6712200000000017,2.162357090937995,0,0,0,1,2,3,0,0,0
60,CHEMBL418797,2500.0,nM,5.6,Oc1cc(-c2ccccc2)nc2nc(NC3CCCCC3)ccc12,<rdkit.Chem.rdchem.Mol object at 0x0000018B5EA776F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000018B5EB003C0>,319.168462292,0.3,4,2,4,4,24,3,58.040000000000006,0.7313806630845648,4.747000000000003,2.2991157942392064,1,0,1,1,2,3,1,0,1
