,pKi,fsp3,n_lipinski_hba,n_lipinski_hbd,n_rings,n_hetero_atoms,n_heavy_atoms,n_rotatable_bonds,tpsa,qed,clogp,sas,n_aliphatic_carbocycles,n_aliphatic_heterocyles,n_aliphatic_rings,n_aromatic_carbocycles,n_aromatic_heterocyles,n_aromatic_rings,n_saturated_carbocycles,n_saturated_heterocyles,n_saturated_rings
1289,8.21,0.1176470588235294,7,3,3,7,24,5,103.27,0.7459086409541886,2.2574,2.1660127371003863,0,0,0,1,2,3,0,0,0
1290,7.1,0.1176470588235294,7,3,3,7,24,5,103.27,0.7459086409541886,2.2574000000000005,2.1209886568328287,0,0,0,1,2,3,0,0,0
1291,8.37,0.0666666666666666,7,3,3,7,22,4,106.93,0.7574244056588808,1.6437999999999997,2.291949799494448,0,0,0,0,3,3,0,0,0
1292,8.03,0.0666666666666666,7,3,3,7,22,4,106.93,0.7574244056588808,1.6437999999999993,2.267939703340604,0,0,0,0,3,3,0,0,0
1293,6.41,0.0666666666666666,7,3,3,7,22,4,106.93,0.7574244056588808,1.6437999999999993,2.2853317706482965,0,0,0,0,3,3,0,0,0
1294,7.85,0.0714285714285714,7,3,3,7,21,4,107.18,0.7565694197674859,1.8417999999999997,2.345117517027377,0,0,0,0,3,3,0,0,0
1295,8.15,0.0666666666666666,8,5,3,8,23,4,132.95,0.6594765031845455,1.2259999999999995,2.477277535211595,0,0,0,0,3,3,0,0,0
1296,8.03,0.125,8,4,3,8,24,5,127.16,0.6414434441142789,1.1360999999999992,2.502867586598713,0,0,0,0,3,3,0,0,0
1297,8.77,0.1764705882352941,8,3,3,8,25,6,116.16,0.7029483562930541,1.7902,2.4940223900227974,0,0,0,0,3,3,0,0,0
1298,5.83,0.5,7,1,3,7,25,7,81.91,0.7142157142454423,2.6483000000000008,2.726520247165654,0,0,0,0,3,3,0,0,0
1299,6.79,0.5,7,1,3,7,25,7,81.91,0.7142157142454423,2.6483000000000008,2.787540247165653,0,0,0,0,3,3,0,0,0
1300,5.44,0.4,6,1,3,6,21,4,72.68,0.7953065495812723,1.8595,2.622011547420435,0,0,0,0,3,3,0,0,0
1301,6.24,0.4,6,1,3,6,21,4,72.68,0.7953065495812723,1.8595,2.581918718215743,0,0,0,0,3,3,0,0,0
1302,6.05,0.1818181818181818,6,1,3,6,17,0,72.68,0.5955533716515111,0.1134999999999997,2.572156598207169,0,0,0,0,3,3,0,0,0
1303,5.0,0.1818181818181818,6,1,3,6,17,0,72.68,0.5955533716515111,0.1134999999999997,2.648219118665434,0,0,0,0,3,3,0,0,0
1304,6.68,0.1481481481481481,9,1,6,10,37,8,103.14,0.328726058570675,4.687100000000005,2.760470762544891,0,0,0,2,4,6,0,0,0
1305,7.34,0.1052631578947368,9,1,5,11,30,4,103.14,0.4548053335211942,3.759000000000002,2.86729961413354,0,0,0,1,4,5,0,0,0
1306,7.73,0.2608695652173913,9,1,5,11,34,7,103.14,0.3281186114896184,5.268100000000004,2.959978871963065,0,0,0,1,4,5,0,0,0
1307,7.27,0.1052631578947368,9,1,5,10,29,4,103.14,0.5051111495991351,2.5913000000000004,2.739547339103643,0,0,0,1,4,5,0,0,0
1308,8.43,0.2608695652173913,9,1,5,10,33,7,103.14,0.4029184927707657,4.100400000000002,2.8418876850742336,0,0,0,1,4,5,0,0,0
1309,8.27,0.2916666666666667,9,1,5,12,36,7,103.14,0.3402436009264529,4.980100000000005,2.949993761047013,0,0,0,1,4,5,0,0,0
1310,8.24,0.1153846153846153,9,1,6,10,36,7,103.14,0.3392361542253456,4.811300000000005,2.766748546328325,0,0,0,2,4,6,0,0,0
1311,8.56,0.2608695652173913,9,1,5,10,33,7,103.14,0.3776098608987023,4.614700000000004,2.838124446207836,0,0,0,1,4,5,0,0,0
1312,8.73,0.2608695652173913,9,1,5,10,33,7,103.14,0.3776098608987023,4.614700000000004,2.873901450256419,0,0,0,1,4,5,0,0,0
1313,7.41,0.1052631578947368,10,1,5,11,30,5,112.37,0.46205954262595,2.9419000000000004,2.7233912741175,0,0,0,1,4,5,0,0,0
1314,8.5,0.25,9,1,5,10,30,7,103.14,0.4289625403309763,3.7768000000000015,2.96882840336756,0,0,0,0,5,5,0,0,0
1315,8.38,0.25,9,1,5,10,30,7,103.14,0.4289625403309763,3.7768000000000015,2.921167739031897,0,0,0,0,5,5,0,0,0
1316,7.12,0.15,9,1,5,12,32,4,103.14,0.4581949709393219,3.471000000000002,2.8449069664027,0,0,0,1,4,5,0,0,0
1317,7.93,0.1923076923076923,9,1,6,9,35,7,103.14,0.3608421194010036,4.868500000000004,2.8084440105115096,0,0,0,2,4,6,0,0,0
1318,8.1,0.16,9,1,6,9,34,6,103.14,0.4005306895110357,4.478400000000003,2.804883092423017,0,0,0,2,4,6,0,0,0
1319,7.41,0.16,9,1,6,9,34,6,103.14,0.4005306895110357,4.478400000000003,2.803606477038402,0,0,0,2,4,6,0,0,0
1320,7.09,0.0869565217391304,9,1,6,9,32,4,103.14,0.4646640209825083,3.605400000000001,2.7542119878951183,0,0,0,2,4,6,0,0,0
1321,7.11,0.0869565217391304,9,1,6,9,32,4,103.14,0.4646640209825083,3.605400000000001,2.755570089368113,0,0,0,2,4,6,0,0,0
1322,7.5,0.1176470588235294,9,1,5,10,27,4,103.14,0.5145969408662096,2.5137,2.9618453386637267,0,0,0,0,5,5,0,0,0
1323,7.25,0.1176470588235294,9,1,5,10,27,4,103.14,0.5145969408662096,2.5137,2.9087549783910878,0,0,0,0,5,5,0,0,0
1324,7.8,0.1666666666666666,9,1,5,10,28,5,103.14,0.4923171797874869,2.996600000000001,2.9094298711166964,0,0,0,0,5,5,0,0,0
1325,7.64,0.1666666666666666,9,1,5,10,28,5,103.14,0.4923171797874869,2.996600000000001,2.9605779011354585,0,0,0,0,5,5,0,0,0
1326,7.74,0.125,9,1,6,9,33,5,103.14,0.4357657942318602,4.088300000000003,2.771468325334677,0,0,0,2,4,6,0,0,0
1327,7.13,0.125,9,1,6,9,33,5,103.14,0.4357657942318602,4.088300000000003,2.770152227000024,0,0,0,2,4,6,0,0,0
1328,7.89,0.125,9,1,6,10,34,7,103.14,0.3755261396743254,4.219400000000003,2.884638213519743,0,0,0,1,5,6,0,0,0
1329,8.06,0.125,9,1,6,10,34,7,103.14,0.3755261396743254,4.219400000000003,2.843112090138172,0,0,0,1,5,6,0,0,0
1330,7.8,0.2222222222222222,9,1,6,9,36,7,103.14,0.341105447789564,5.114500000000004,2.8706331534193463,0,0,0,2,4,6,0,0,0
1331,7.2,0.15,10,1,5,10,30,5,112.37,0.4795749857606778,2.4608,2.7136544040909776,0,0,0,1,4,5,0,0,0
1332,7.15,0.1153846153846153,9,1,6,9,35,6,103.14,0.3871637763650283,4.602100000000004,2.699913017232942,0,0,0,2,4,6,0,0,0
1333,6.81,0.1052631578947368,9,1,5,10,29,4,103.14,0.4906658732545703,3.105600000000001,2.735291295147599,0,0,0,1,4,5,0,0,0
1334,7.28,0.1481481481481481,9,1,6,9,36,7,103.14,0.3473775662083833,4.992200000000003,2.737452174775349,0,0,0,2,4,6,0,0,0
1335,7.33,0.1481481481481481,9,1,6,9,36,7,103.14,0.3502744300814561,4.914600000000004,2.8412473852252766,0,0,0,2,4,6,0,0,0
1336,7.52,0.1052631578947368,9,1,5,10,29,4,103.14,0.4906658732545703,3.105600000000001,2.775753383059687,0,0,0,1,4,5,0,0,0
1337,7.4,0.1785714285714285,9,1,6,9,37,8,103.14,0.3065168770313733,5.382300000000004,2.7477475444785533,0,0,0,2,4,6,0,0,0
1338,6.94,0.1785714285714285,9,1,6,9,37,8,103.14,0.3097144049567326,5.304700000000005,2.848686006017015,0,0,0,2,4,6,0,0,0
1339,6.71,0.08,9,1,6,9,34,5,103.14,0.424706023893622,4.119200000000003,2.6786172462691717,0,0,0,2,4,6,0,0,0
1340,6.67,0.08,9,1,6,9,34,5,103.14,0.4260692852070171,4.041600000000002,2.7886401693460936,0,0,0,2,4,6,0,0,0
1341,6.46,0.1111111111111111,8,2,5,11,29,4,100.06,0.3257807489465539,4.846400000000003,3.1589711309744226,0,0,0,1,4,5,0,0,0
1342,7.3,0.2916666666666667,10,1,5,11,35,8,112.37,0.3213580052054265,4.2089000000000025,3.014985447404713,0,0,0,1,4,5,0,0,0
1343,7.23,0.1904761904761904,12,3,6,12,33,6,155.82000000000002,0.3951539782989809,2.1309,3.4938936355482486,0,1,1,1,4,5,0,0,0
1344,8.26,0.2608695652173913,12,2,6,12,35,7,144.82,0.3486370724590278,2.609400000000001,3.543295866740361,0,1,1,1,4,5,0,0,0
1345,9.37,0.2608695652173913,11,2,5,11,34,9,135.59,0.3285920551402277,2.890900000000001,2.713769903611828,0,0,0,1,4,5,0,0,0
1346,8.4,0.1904761904761904,10,2,5,10,31,6,126.36,0.4179745995675106,2.7356000000000007,2.623054472833166,0,0,0,1,4,5,0,0,0
1347,8.05,0.1785714285714285,10,1,6,10,38,9,112.37,0.3053340085254565,4.556600000000003,2.755081021831879,0,0,0,2,4,6,0,0,0
1348,7.5,0.1153846153846153,10,1,6,11,37,8,112.37,0.3150511438572701,4.647600000000004,2.73893935816945,0,0,0,2,4,6,0,0,0
1349,7.79,0.2608695652173913,10,1,5,11,34,8,112.37,0.3495070755045939,4.451000000000003,2.832552991952058,0,0,0,1,4,5,0,0,0
1350,8.71,0.2916666666666667,10,1,5,10,34,8,112.37,0.3735373581874539,3.969900000000004,2.823909035908102,0,0,0,1,4,5,0,0,0
1351,7.82,0.1052631578947368,10,1,5,10,29,5,112.37,0.4906242263580095,2.2885,2.6835546952768823,0,0,0,1,4,5,0,0,0
1352,8.1,0.1923076923076923,9,1,6,9,35,7,103.14,0.3608421194010036,4.868500000000004,2.809683442923756,0,0,0,2,4,6,0,0,0
1353,8.41,0.2857142857142857,9,1,5,10,31,7,103.14,0.4140783355965023,4.022800000000002,3.0265113959100898,0,0,0,0,5,5,0,0,0
1354,8.69,0.2857142857142857,9,1,5,10,31,7,103.14,0.4140783355965023,4.022800000000002,2.9799098574485523,0,0,0,0,5,5,0,0,0
1355,6.88,0.1153846153846153,9,1,6,9,35,6,103.14,0.3894368040651853,4.524500000000003,2.8067313891522847,0,0,0,2,4,6,0,0,0
1356,6.75,0.05,11,2,5,11,31,5,124.4,0.4492683982693692,3.4871000000000008,2.995297549756243,0,0,0,1,4,5,0,0,0
1357,5.64,0.4,9,4,5,11,31,5,125.19,0.4253259015694708,1.7739999999999987,4.169915249226436,2,0,2,1,2,3,2,0,2
1358,5.79,0.6875,7,3,5,8,24,3,96.09,0.7304668070745759,1.7468,4.057849585457673,3,0,3,0,2,2,3,0,3
1359,5.34,0.3888888888888889,7,3,5,8,26,4,96.09,0.6488669106736258,2.0043999999999995,3.8419047592256295,2,0,2,1,2,3,2,0,2
1360,9.0,0.1428571428571428,8,4,3,8,22,4,122.72,0.6664432057061312,1.2803199999999997,2.6312112692746688,0,0,0,0,3,3,0,0,0
1361,8.7,0.1333333333333333,7,4,3,7,22,4,109.83,0.6808081749469336,1.8853199999999997,2.6525585220219217,0,0,0,0,3,3,0,0,0
1362,8.6,0.1764705882352941,7,3,3,7,24,4,106.93,0.7623976834526256,2.26064,2.4271407225420543,0,0,0,0,3,3,0,0,0
1363,8.6,0.1875,7,3,3,7,23,4,98.97,0.7663557844843139,1.89572,2.562330778890992,0,0,0,0,3,3,0,0,0
1364,8.55,0.125,7,3,3,7,23,4,106.93,0.7625159215653698,1.95222,2.4093474652815257,0,0,0,0,3,3,0,0,0
1365,8.52,0.1764705882352941,7,3,3,7,24,4,106.93,0.7623976834526256,2.26064,2.460027374125765,0,0,0,0,3,3,0,0,0
1366,8.52,0.2222222222222222,7,3,3,7,25,4,106.93,0.7575014572719219,2.5690599999999995,2.5784732141986204,0,0,0,0,3,3,0,0,0
1367,8.52,0.2222222222222222,7,3,3,7,25,4,106.93,0.757501457271922,2.5690599999999995,2.5533384889238957,0,0,0,0,3,3,0,0,0
1368,8.46,0.25,8,3,3,8,24,5,111.86,0.7388156795808769,1.7736199999999998,2.590338007609928,0,0,0,0,3,3,0,0,0
1369,8.4,0.125,7,3,3,7,23,4,106.93,0.7625159215653698,1.9522199999999996,2.34566354919761,0,0,0,0,3,3,0,0,0
1370,8.31,0.0666666666666666,7,3,3,8,23,4,106.93,0.7601513239626404,2.2972,2.3441509617850222,0,0,0,1,2,3,0,0,0
1371,8.3,0.2352941176470588,7,3,3,7,24,4,98.97,0.76593649906801,2.20414,2.6299244228189504,0,0,0,0,3,3,0,0,0
1372,8.26,0.2941176470588235,8,3,3,8,25,5,111.86,0.7370492630802522,2.33462,2.6794156317810387,0,0,0,0,3,3,0,0,0
1373,8.22,0.1111111111111111,6,3,3,6,24,4,93.79,0.7696739723053151,2.35922,2.1410655799097498,0,0,0,1,2,3,0,0,0
1374,8.22,0.2941176470588235,8,3,3,8,25,6,111.86,0.7109912322428048,2.16372,2.600071821225397,0,0,0,0,3,3,0,0,0
1375,8.19,0.125,8,3,3,8,24,5,116.16,0.7322827748689785,1.6524,2.31782076385624,0,0,0,1,2,3,0,0,0
1376,8.19,0.1428571428571428,7,3,3,8,22,4,106.93,0.7624104814764201,2.01372,2.626912368175768,0,0,0,0,3,3,0,0,0
1377,8.12,0.125,7,3,3,7,23,4,106.93,0.7625159215653698,1.95222,2.3192236890577504,0,0,0,1,2,3,0,0,0
1378,8.07,0.2,8,3,3,8,23,4,120.07,0.7536811717642076,1.85364,2.5437002463466136,0,0,0,0,3,3,0,0,0
1379,8.06,0.1875,9,3,3,9,25,6,129.05,0.6842131841337605,1.1852,2.6280685438689506,0,0,0,0,3,3,0,0,0
1380,8.05,0.1111111111111111,6,3,3,7,25,4,93.79,0.7627306237713921,2.49832,2.266371712883036,0,0,0,1,2,3,0,0,0
1381,8.05,0.1578947368421052,6,3,3,6,25,4,93.79,0.7653646096723109,2.66764,2.242540726967542,0,0,0,1,2,3,0,0,0
1382,8.02,0.2222222222222222,7,3,3,7,25,4,106.93,0.7575014572719219,2.5690599999999995,2.532945082330489,0,0,0,0,3,3,0,0,0
1383,7.92,0.1764705882352941,7,3,3,7,24,4,106.93,0.7623976834526256,2.2606400000000004,2.520457690867845,0,0,0,0,3,3,0,0,0
1384,7.91,0.125,7,3,3,7,23,4,106.93,0.7625159215653698,1.95222,2.3346474652815257,0,0,0,1,2,3,0,0,0
1385,7.85,0.0588235294117647,6,3,3,6,23,4,93.79,0.7691108734898067,2.0508,2.0184536650519043,0,0,0,1,2,3,0,0,0
1386,7.85,0.1111111111111111,6,3,3,7,25,4,93.79,0.7627306237713921,2.49832,2.2695134246923505,0,0,0,1,2,3,0,0,0
1387,7.8,0.1578947368421052,6,3,3,6,25,4,93.79,0.7653646096723109,2.6676400000000005,2.1915751798386136,0,0,0,1,2,3,0,0,0
1388,7.77,0.0588235294117647,6,3,3,7,24,4,93.79,0.7673895852539798,2.1899,2.1521906635217896,0,0,0,1,2,3,0,0,0
1389,7.75,0.0588235294117647,6,3,3,7,24,4,93.79,0.7673895852539798,2.1899,2.1489578876020587,0,0,0,1,2,3,0,0,0
1390,7.75,0.1111111111111111,6,3,3,6,24,4,93.79,0.7696739723053151,2.35922,2.124436148471624,0,0,0,1,2,3,0,0,0
1391,7.73,0.1333333333333333,8,3,3,8,23,4,119.82,0.7457844506814838,1.3472199999999996,2.555579633113694,0,0,0,0,3,3,0,0,0
1392,7.64,0.1111111111111111,6,3,3,7,25,4,93.79,0.7515170598988303,3.01262,2.256665754053131,0,0,0,1,2,3,0,0,0
1393,7.62,0.1111111111111111,6,3,3,7,25,4,93.79,0.7515170598988303,3.012620000000001,2.257465320683684,0,0,0,1,2,3,0,0,0
1394,7.62,0.1578947368421052,7,3,3,7,26,5,103.02,0.7328762015223778,2.36782,2.239856100690272,0,0,0,1,2,3,0,0,0
1395,7.6,0.0714285714285714,8,3,3,8,22,4,119.82,0.7375069788799463,1.0387999999999995,2.442751722571371,0,0,0,0,3,3,0,0,0
1396,7.6,0.2222222222222222,7,3,3,7,25,5,106.93,0.740606775128659,2.5146200000000007,2.6195188418104447,0,0,0,0,3,3,0,0,0
1397,7.55,0.1111111111111111,7,3,3,7,25,5,103.02,0.7396104043255147,2.0594,2.124268543868949,0,0,0,1,2,3,0,0,0
1398,7.55,0.1578947368421052,6,3,3,6,25,4,93.79,0.7653646096723109,2.66764,2.2496256673792416,0,0,0,1,2,3,0,0,0
1399,7.54,0.1052631578947368,7,3,3,7,26,4,117.58,0.7491751377130822,2.2309,2.3897313605655324,0,0,0,1,2,3,0,0,0
1400,7.52,0.1578947368421052,7,3,3,7,26,5,103.02,0.7328762015223778,2.36782,2.247321797155968,0,0,0,1,2,3,0,0,0
1401,7.51,0.0588235294117647,6,3,3,7,24,4,93.79,0.7618159088164079,2.7042,2.139793339107074,0,0,0,1,2,3,0,0,0
1402,7.51,0.0588235294117647,6,3,3,7,24,4,93.79,0.7618159088164079,2.7042,2.1389705966321597,0,0,0,1,2,3,0,0,0
1403,7.44,0.1111111111111111,6,3,3,6,24,4,93.79,0.7696739723053151,2.35922,2.071993339107074,0,0,0,1,2,3,0,0,0
1404,7.33,0.1333333333333333,7,3,3,8,23,4,106.68,0.7570931424114472,1.81572,2.4318936191276794,0,0,0,0,3,3,0,0,0
1405,7.31,0.1111111111111111,6,3,3,6,24,4,93.79,0.7696739723053151,2.359219999999999,2.131726449474968,0,0,0,1,2,3,0,0,0
1406,7.24,0.1111111111111111,7,3,3,7,25,5,103.02,0.7396104043255147,2.0593999999999992,2.131941620792027,0,0,0,1,2,3,0,0,0
1407,7.2,0.1764705882352941,7,2,3,7,24,5,92.94,0.7488094196888422,2.41172,2.4128515330870077,0,0,0,0,3,3,0,0,0
1408,7.06,0.0714285714285714,8,3,3,8,22,4,119.82,0.7375069788799463,1.0387999999999995,2.4187416264175265,0,0,0,0,3,3,0,0,0
1409,7.04,0.1578947368421052,6,3,3,6,25,5,93.79,0.748357150351607,2.613199999999999,2.22154931309972,0,0,0,1,2,3,0,0,0
1410,7.01,0.125,6,1,3,6,22,4,80.91000000000001,0.7986057875063348,2.37002,2.3082622994944497,0,0,0,0,3,3,0,0,0
1411,6.97,0.2,6,3,3,6,26,5,93.79,0.7399609881597202,2.9216200000000008,2.3345076599418317,0,0,0,1,2,3,0,0,0
1412,6.97,0.2,7,3,3,7,27,6,103.02,0.6979319459550108,2.7579199999999995,2.290973714085773,0,0,0,1,2,3,0,0,0
1413,6.91,0.1052631578947368,7,3,3,7,26,4,117.58,0.7491751377130822,2.2309,2.4178540216881927,0,0,0,1,2,3,0,0,0
1414,6.9,0.1176470588235294,6,3,3,6,23,4,94.04,0.7721873342807435,2.557220000000001,2.359205507239567,0,0,0,0,3,3,0,0,0
1415,6.89,0.0555555555555555,7,3,3,7,25,4,117.58,0.754375516879924,1.9224799999999995,2.2783070054074117,0,0,0,1,2,3,0,0,0
1416,6.82,0.1111111111111111,7,3,3,7,25,5,103.02,0.7396104043255147,2.0594,2.0731204669458734,0,0,0,1,2,3,0,0,0
1417,6.81,0.1578947368421052,7,3,3,7,26,5,103.02,0.7328762015223778,2.36782,2.1900904042245752,0,0,0,1,2,3,0,0,0
1418,6.81,0.2222222222222222,7,3,3,7,25,4,106.93,0.7575014572719219,2.5690600000000003,2.6285151922205987,0,0,0,0,3,3,0,0,0
1419,6.74,0.2631578947368421,7,3,3,7,26,5,106.93,0.731801136553655,2.8230400000000007,2.722715263963133,0,0,0,0,3,3,0,0,0
1420,6.6,0.1578947368421052,7,3,3,7,26,6,103.02,0.7084173810496578,2.449499999999999,2.1791174894636605,0,0,0,1,2,3,0,0,0
1421,6.59,0.0555555555555555,7,3,3,7,25,4,117.58,0.7543755168799241,1.9224799999999995,2.3072108515612584,0,0,0,1,2,3,0,0,0
1422,6.38,0.0714285714285714,8,3,3,8,22,4,119.82,0.7375069788799463,1.0387999999999995,2.43613369372522,0,0,0,0,3,3,0,0,0
1423,6.23,0.1875,7,3,3,8,24,4,106.68,0.7532554197863849,2.12414,2.5437212655284807,0,0,0,0,3,3,0,0,0
1424,5.95,0.1764705882352941,6,1,3,6,23,4,80.91000000000001,0.8011260712102095,2.678440000000001,2.317325087659148,0,0,0,0,3,3,0,0,0
1425,5.76,0.2631578947368421,6,1,3,6,25,5,80.91000000000001,0.7711074767769865,3.493420000000002,2.457082005407411,0,0,0,0,3,3,0,0,0
1426,5.75,0.2222222222222222,7,1,3,7,25,5,84.15,0.7696590712071065,2.43602,2.4583047573034023,0,0,0,0,3,3,0,0,0
1427,5.61,0.2307692307692307,7,3,2,7,20,4,103.02,0.8496126749766394,0.7008199999999999,2.347223762424404,0,0,0,0,2,2,0,0,0
1428,5.48,0.1666666666666666,7,3,2,7,19,4,103.02,0.8230059051112755,0.3923999999999999,2.2152797127552866,0,0,0,0,2,2,0,0,0
1429,6.79,0.5714285714285714,9,4,4,10,24,4,125.19,0.5805709193068139,-0.5176000000000008,4.094016529855964,1,1,2,0,2,2,1,1,2
1430,6.97,0.6,9,4,4,10,25,4,125.19,0.5913419073695559,-0.1275000000000002,4.074886407015525,1,1,2,0,2,2,1,1,2
1431,7.5,0.1052631578947368,7,3,4,8,27,4,99.09,0.5332395962146098,4.581020000000001,2.384438848950909,0,0,0,2,2,4,0,0,0
1432,6.2,0.0,6,5,4,7,28,4,117.82,0.4849883750795454,4.259680000000001,2.5298148523549706,0,0,0,2,2,4,0,0,0
1433,7.22,0.0,4,2,4,4,22,1,75.84,0.5708775101405784,4.101880000000002,2.2640216744944475,0,0,0,2,2,4,0,0,0
1434,6.52,0.1666666666666666,5,3,4,7,25,2,85.08000000000001,0.7323201174290781,3.7889000000000017,2.397315374854866,1,0,1,1,2,3,0,0,0
1435,6.0,0.2,6,3,4,8,23,2,97.97,0.7441705656278816,3.106300000000002,2.666134877868938,1,0,1,0,3,3,0,0,0
1436,5.89,0.1764705882352941,3,2,3,4,21,4,55.98,0.7385389609529636,4.062000000000003,2.154205158893708,0,0,0,1,2,3,0,0,0
1437,5.57,0.2222222222222222,5,3,4,7,25,2,71.25,0.7178438951418888,3.772100000000001,2.376257520033631,0,1,1,1,2,3,0,0,0
1438,5.04,0.1764705882352941,3,2,3,5,22,3,55.98,0.7119674371582748,4.633720000000003,2.3757505955221934,0,0,0,1,2,3,0,0,0
1439,5.16,0.0,4,3,3,6,20,2,68.01,0.7566697941790173,3.784200000000001,1.9345635686707892,0,0,0,1,2,3,0,0,0
1440,5.66,0.2222222222222222,5,3,4,7,25,2,71.25,0.7393159377825803,3.2578000000000014,2.5460289176501,0,1,1,1,2,3,0,0,0
1441,5.22,0.238095238095238,7,4,3,9,30,8,105.82,0.4818172634725562,4.0973200000000025,2.778320814064788,0,0,0,2,1,3,0,0,0
1442,4.85,0.1538461538461538,9,5,3,11,24,6,137.75,0.5574295953970397,1.932,2.432557218705737,0,0,0,1,2,3,0,0,0
1443,4.48,0.5,7,3,3,8,28,6,97.03,0.7653509400235852,3.530120000000002,2.815215230966638,0,1,1,1,1,2,0,1,1
1444,4.89,0.0833333333333333,8,5,3,11,23,5,128.51999999999998,0.5920191201740104,2.0625,2.470897814931876,0,0,0,1,2,3,0,0,0
1445,5.66,0.0,3,2,3,4,19,2,56.23,0.7268573538294649,4.0085000000000015,2.0607643281399017,0,0,0,2,1,3,0,0,0
1446,4.39,0.0909090909090909,4,3,2,7,18,3,68.01,0.8475190131643224,3.4640000000000013,2.6231246881583186,0,0,0,1,1,2,0,0,0
1447,4.6,0.2631578947368421,9,3,4,10,29,7,124.99999999999996,0.4453066899689371,1.623,2.53334013519644,1,0,1,1,2,3,1,0,1
1448,5.21,0.4375,7,3,3,9,25,4,128.48,0.6076358013631724,2.1795600000000004,3.7925944252684394,1,1,2,0,1,1,1,0,1
1449,6.4,0.3333333333333333,5,3,4,5,23,3,73.83,0.6935674607528791,3.340300000000002,2.373528008267952,1,0,1,1,2,3,1,0,1
1450,5.2,0.0416666666666666,4,1,4,5,29,5,59.06,0.4451277144460195,5.601820000000004,1.9008923940486968,0,0,0,3,1,4,0,0,0
1451,6.46,0.0,5,1,4,6,27,5,72.2,0.5051074555600792,4.886400000000003,2.046875718410563,0,0,0,2,2,4,0,0,0
1452,6.68,0.0625,5,1,3,5,21,3,68.02000000000001,0.7978132084911024,3.362000000000002,2.264351312739862,0,0,0,0,3,3,0,0,0
1453,7.52,0.1666666666666666,5,1,4,5,23,4,68.02000000000001,0.7967338182274187,3.752100000000002,2.270604526131123,1,0,1,0,3,3,1,0,1
1454,6.62,0.1764705882352941,6,1,4,6,23,4,80.91000000000001,0.800496941878887,3.147100000000002,2.441804985373375,1,0,1,0,3,3,1,0,1
1455,7.46,0.2307692307692307,4,1,3,5,18,3,55.13,0.9445999599664582,3.452600000000001,2.332447100200058,1,0,1,0,2,2,1,0,1
1456,7.92,0.2142857142857142,5,1,3,5,19,3,78.92,0.9111997329553364,2.5617800000000006,2.390405353780928,1,0,1,0,2,2,1,0,1
1457,5.79,0.2857142857142857,8,1,4,8,22,4,104.57,0.9324233508724972,3.521700000000002,3.151192347571373,1,1,2,0,2,2,1,0,1
1458,6.83,0.1666666666666666,5,1,4,6,24,4,68.02000000000001,0.7642806533958895,4.405500000000003,2.407569927735837,1,0,1,0,3,3,1,0,1
1459,6.82,0.1666666666666666,5,1,4,6,24,4,68.02000000000001,0.790660909272086,3.891200000000002,2.429470931080319,1,0,1,0,3,3,1,0,1
1460,7.96,0.2105263157894736,5,1,4,5,24,4,68.02000000000001,0.7871290947975361,4.060520000000003,2.323513740444868,1,0,1,0,3,3,1,0,1
1461,6.52,0.1764705882352941,5,1,4,6,23,4,67.77000000000001,0.796440717781094,3.6156000000000015,2.420587304546739,1,0,1,0,3,3,1,0,1
1462,6.09,0.1764705882352941,5,1,4,6,23,4,67.77000000000001,0.796440717781094,3.6156000000000015,2.543284893524925,1,0,1,0,3,3,1,0,1
1463,5.87,0.1764705882352941,6,1,4,6,23,4,80.91000000000001,0.800496941878887,3.147100000000001,2.5291804159129843,1,0,1,0,3,3,1,0,1
1464,6.2,0.1764705882352941,6,1,4,6,23,4,80.91000000000001,0.800496941878887,3.147100000000001,2.5163303585077035,1,0,1,0,3,3,1,0,1
1465,5.86,0.1764705882352941,6,1,4,6,23,4,80.91000000000001,0.800496941878887,3.147100000000001,2.6423344916879543,1,0,1,0,3,3,1,0,1
1466,5.84,0.1764705882352941,6,1,4,6,23,4,72.7,0.8040468540281132,2.6778000000000013,2.3685526317568417,1,0,1,0,3,3,1,0,1
1467,7.21,0.15,4,1,4,5,25,4,54.88,0.7743794808511888,4.298200000000002,2.131372390022795,1,0,1,1,2,3,1,0,1
1468,7.24,0.15,4,1,4,5,25,4,54.88,0.7743794808511888,4.298200000000002,2.13342431309972,1,0,1,1,2,3,1,0,1
1469,6.54,0.0555555555555555,4,1,3,5,23,3,54.88,0.7979317733306484,3.908100000000003,2.1042999128339748,0,0,0,1,2,3,0,0,0
1470,7.41,0.15,4,1,4,5,25,4,54.88,0.7743794808511888,4.298200000000003,2.0752723900227963,1,0,1,1,2,3,1,0,1
1471,6.06,0.1578947368421052,5,1,4,5,24,4,67.77000000000001,0.7989599210499794,3.554100000000002,2.2008143424515563,1,0,1,0,3,3,1,0,1
1472,5.83,0.1578947368421052,5,1,4,5,24,4,67.77000000000001,0.7989599210499794,3.554100000000002,2.1911101666273805,1,0,1,0,3,3,1,0,1
1473,6.79,0.1578947368421052,5,1,4,5,24,4,67.77000000000001,0.7989599210499794,3.554100000000002,2.1935253314625456,1,0,1,0,3,3,1,0,1
1474,6.74,0.0,8,2,4,8,23,2,117.53,0.576562228386221,1.3283999999999998,2.767305329805062,0,0,0,0,4,4,0,0,0
