,pKi,fsp3,n_lipinski_hba,n_lipinski_hbd,n_rings,n_hetero_atoms,n_heavy_atoms,n_rotatable_bonds,tpsa,qed,clogp,sas,n_aliphatic_carbocycles,n_aliphatic_heterocyles,n_aliphatic_rings,n_aromatic_carbocycles,n_aromatic_heterocyles,n_aromatic_rings,n_saturated_carbocycles,n_saturated_heterocyles,n_saturated_rings
0,7.24,0.2608695652173913,9,1,5,9,32,7,103.14,0.4199996065516314,3.961300000000002,2.785384571180055,0,0,0,1,4,5,0,0,0
1,7.38,0.2222222222222222,9,1,6,9,36,7,103.14,0.341105447789564,5.114500000000004,2.8694173292435217,0,0,0,2,4,6,0,0,0
2,7.22,0.1481481481481481,9,1,6,9,36,8,103.14,0.3450390378831403,4.548000000000004,2.7025306536761,0,0,0,2,4,6,0,0,0
3,7.42,0.2608695652173913,10,1,5,10,33,8,112.37,0.3865147765102877,3.797600000000002,2.792537199244274,0,0,0,1,4,5,0,0,0
4,6.37,0.1052631578947368,9,1,5,9,28,4,103.14,0.5189880708800217,2.4522000000000004,2.6811304339684785,0,0,0,1,4,5,0,0,0
5,7.35,0.1481481481481481,10,1,6,10,37,9,112.37,0.317950820325308,4.384300000000003,2.719300580983333,0,0,0,2,4,6,0,0,0
6,6.42,0.0555555555555555,10,2,5,10,28,3,115.17,0.5016596210984153,2.915000000000001,2.698054824212381,0,0,0,1,4,5,0,0,0
7,9.51,0.1111111111111111,8,2,5,8,26,4,100.06,0.5371761623147397,2.5589000000000004,2.673013705247877,0,0,0,1,4,5,0,0,0
8,7.22,0.1153846153846153,9,1,6,9,35,7,103.14,0.3813901016266616,4.157900000000002,2.6797582935585584,0,0,0,2,4,6,0,0,0
9,8.77,0.0,6,2,4,7,20,1,82.24,0.5813090016160568,2.773100000000001,2.4233110208556283,0,0,0,1,3,4,0,0,0
10,7.4,0.1153846153846153,10,1,6,10,36,8,112.37,0.3511651729591608,3.994200000000002,2.695641221612835,0,0,0,2,4,6,0,0,0
11,4.65,0.5833333333333334,8,5,4,8,20,2,130.31,0.5354291070261376,-1.316400000000001,4.220184834384176,2,0,2,0,2,2,2,0,2
12,7.7,0.5,10,5,3,10,22,3,148.41,0.5168442633030493,-1.8361999999999987,3.654957486771812,0,1,1,0,2,2,0,1,1
13,6.56,0.2666666666666666,7,2,3,8,23,4,89.66,0.7541870666257812,2.8160000000000007,2.7773486672046026,0,0,0,0,3,3,0,0,0
14,7.46,0.2666666666666666,7,2,4,8,23,2,89.66000000000001,0.7426454740938845,2.570000000000001,2.662939772973834,0,1,1,0,3,3,0,1,1
15,7.64,0.25,9,2,3,10,26,4,109.97,0.6838498773201619,1.4942000000000002,2.8942024038731944,0,0,0,0,3,3,0,0,0
16,7.57,0.3125,7,2,4,7,23,2,89.66000000000001,0.7833031013124828,2.1976000000000004,2.4812871897361752,0,1,1,0,3,3,0,1,1
17,7.21,0.3529411764705882,8,2,4,9,26,4,98.89,0.6968650985451224,2.585000000000001,3.2993548057052653,0,1,1,0,3,3,0,1,1
18,7.85,0.3529411764705882,7,2,4,7,24,2,89.66,0.7816500469517832,2.5060199999999995,2.529614743789349,0,1,1,0,3,3,0,1,1
19,7.12,0.3125,7,2,4,7,23,2,89.66,0.7826329500523144,2.11592,2.576885926819987,0,1,1,0,3,3,0,1,1
20,8.7,0.3529411764705882,7,2,4,8,25,2,89.66,0.7077274514212617,3.348600000000001,3.166799377518537,0,1,1,0,3,3,0,1,1
21,7.82,0.3529411764705882,7,2,4,8,25,2,89.66,0.7086645807988972,3.206100000000001,3.1737907101295875,0,1,1,0,3,3,0,1,1
22,7.3,0.15,7,2,4,8,28,5,89.66,0.5119132074963003,3.6487000000000016,2.6424498523549698,0,0,0,1,3,4,0,0,0
23,8.52,0.25,9,2,3,10,26,4,109.97,0.6838498773201619,1.4942000000000004,2.852324614057377,0,0,0,0,3,3,0,0,0
24,8.52,0.3529411764705882,7,2,4,8,25,2,89.66,0.7086645807988969,3.206100000000001,3.1363417393820257,0,1,1,0,3,3,0,1,1
25,7.21,0.3529411764705882,7,2,4,8,25,2,89.66,0.7077274514212616,3.348600000000001,3.2042483482661,0,1,1,0,3,3,0,1,1
26,7.24,0.25,7,2,4,7,23,2,89.41000000000001,0.7765667507818583,1.6094999999999997,2.4286697385306653,0,1,1,0,3,3,0,1,1
27,8.05,0.2666666666666666,7,2,4,8,23,2,89.66000000000001,0.7426454740938845,2.5700000000000003,2.62265375898782,0,1,1,0,3,3,0,1,1
28,7.96,0.2666666666666666,7,2,4,7,22,2,89.66000000000001,0.7787647782032057,1.8075,2.488803164879066,0,1,1,0,3,3,0,1,1
29,8.7,0.3529411764705882,8,2,4,9,26,4,98.89,0.6968650985451222,2.585,3.263424036474496,0,1,1,0,3,3,0,1,1
30,7.57,0.3125,7,2,4,8,24,2,89.66000000000001,0.7268403970341353,2.960100000000001,2.650461566531824,0,1,1,0,3,3,0,1,1
31,8.22,0.2666666666666666,7,2,3,8,23,4,89.66,0.7541870666257812,2.8160000000000007,2.780115734512295,0,0,0,0,3,3,0,0,0
32,6.98,0.2666666666666666,6,2,4,7,22,2,76.52000000000001,0.7871871102181048,2.2760000000000007,2.474331770648297,0,1,1,0,3,3,0,1,1
33,9.22,0.1111111111111111,8,2,5,8,26,4,100.06,0.5371761623147397,2.5589000000000004,2.5357443745785453,0,0,0,1,4,5,0,0,0
34,6.72,0.3125,7,2,4,7,23,2,89.66000000000001,0.7833031013124828,2.1976,2.5209719199313554,0,1,1,0,3,3,0,1,1
35,8.4,0.3125,7,2,4,8,24,2,89.66,0.7268433605191074,2.958500000000001,3.183117096628834,0,1,1,0,3,3,0,1,1
36,8.22,0.3125,7,2,4,8,24,2,89.66000000000001,0.7268403970341353,2.960100000000001,2.6119271183712893,0,1,1,0,3,3,0,1,1
37,8.4,0.2,8,2,4,9,29,6,102.55,0.4780685427807952,3.433800000000001,2.793187442373867,0,0,0,0,4,4,0,0,0
38,8.3,0.15,7,2,4,8,28,5,89.66,0.5119132074963003,3.6487000000000016,2.605283313893432,0,0,0,1,3,4,0,0,0
39,7.4,0.4285714285714285,9,2,4,10,31,5,109.97,0.5901879703796902,3.0546000000000006,3.2978391352644625,0,1,1,0,3,3,0,1,1
40,6.72,0.25,7,2,4,7,23,2,89.41000000000001,0.7765667507818583,1.6095000000000002,2.468354468725842,0,1,1,0,3,3,0,1,1
41,7.92,0.3529411764705882,8,2,4,9,26,4,98.89,0.6968650985451222,2.585,3.263424036474496,0,1,1,0,3,3,0,1,1
42,7.36,0.2666666666666666,7,2,3,8,23,4,89.66,0.7541870666257812,2.8160000000000007,2.826573907589218,0,0,0,0,3,3,0,0,0
43,7.57,0.3125,7,2,4,8,24,2,89.66,0.7268433605191075,2.958500000000001,3.2222182278505533,0,1,1,0,3,3,0,1,1
44,7.14,0.2666666666666666,7,2,4,9,24,2,89.66000000000001,0.7011467373664101,2.523000000000001,2.911341165194031,0,1,1,0,3,3,0,1,1
45,7.8,0.3529411764705882,8,2,4,9,26,4,98.89,0.6968650985451224,2.585000000000001,3.2993548057052653,0,1,1,0,3,3,0,1,1
46,7.24,0.3529411764705882,7,2,4,7,24,2,89.66,0.7816500469517832,2.506020000000001,2.568149191949884,0,1,1,0,3,3,0,1,1
47,7.77,0.3125,7,2,4,7,23,2,89.66,0.7826329500523144,2.11592,2.5365999128339745,0,1,1,0,3,3,0,1,1
48,9.1,0.125,9,4,4,9,25,5,127.39,0.5021357205153985,1.7216999999999998,2.5725039232156317,0,0,0,1,3,4,0,0,0
49,8.05,0.2666666666666666,7,2,4,9,24,2,89.66000000000001,0.7011467373664102,2.523000000000001,2.8728067170334963,0,1,1,0,3,3,0,1,1
50,6.71,0.2666666666666666,6,2,4,7,22,2,76.52000000000001,0.7871871102181048,2.2760000000000007,2.515876722571372,0,1,1,0,3,3,0,1,1
51,8.52,0.2666666666666666,7,2,3,8,23,4,89.66,0.7541870666257812,2.8160000000000007,2.730890494127681,0,0,0,0,3,3,0,0,0
52,8.1,0.4285714285714285,9,2,4,10,31,5,109.97,0.5901879703796902,3.0546000000000006,3.2672773315509342,0,1,1,0,3,3,0,1,1
53,7.12,0.2,8,2,4,9,29,6,102.55,0.4780685427807952,3.433800000000001,2.829010611975349,0,0,0,0,4,4,0,0,0
54,7.24,0.2666666666666666,7,2,4,7,22,2,89.66000000000001,0.7787647782032057,1.8075,2.5303481168021413,0,1,1,0,3,3,0,1,1
55,5.85,0.0666666666666666,4,1,3,4,19,2,55.24,0.7613211619299356,3.011000000000001,2.18392726520284,0,0,0,1,2,3,0,0,0
56,5.64,0.125,4,1,3,4,20,2,49.25,0.7733046123889359,3.0684000000000005,2.326642920897511,0,0,0,1,2,3,0,0,0
57,6.7,0.6875,6,1,3,6,22,5,72.68,0.9213317739545932,2.3639,2.5044389899411,1,0,1,0,2,2,1,0,1
58,6.2,0.0666666666666666,3,1,3,4,19,1,46.010000000000005,0.723060989450725,3.449920000000001,2.18691304608862,0,0,0,1,2,3,0,0,0
59,5.16,0.1764705882352941,3,0,3,3,20,2,29.020000000000003,0.7060674691967603,3.6712200000000017,2.162357090937995,0,0,0,1,2,3,0,0,0
60,5.6,0.3,4,2,4,4,24,3,58.040000000000006,0.7313806630845648,4.747000000000003,2.2991157942392064,1,0,1,1,2,3,1,0,1
61,5.75,0.1111111111111111,3,1,2,3,12,0,46.010000000000005,0.6368553784284494,1.6438199999999996,2.3729515161589703,0,0,0,0,2,2,0,0,0
62,5.72,0.0,4,1,4,4,24,3,55.24000000000001,0.5902131915493954,4.794700000000003,2.127737462711579,0,0,0,2,2,4,0,0,0
63,5.14,0.2222222222222222,4,0,3,4,22,4,44.12,0.739649799513931,3.4821000000000017,2.0801958846592843,0,0,0,1,2,3,0,0,0
64,5.85,0.2222222222222222,4,0,3,4,22,4,44.120000000000005,0.739649799513931,3.4821000000000017,2.2626442363076364,0,0,0,1,2,3,0,0,0
65,5.64,0.1176470588235294,5,2,3,5,22,2,75.11,0.7600849796189949,3.2692200000000007,2.2045156648790645,0,0,0,1,2,3,0,0,0
66,5.19,0.0666666666666666,4,1,3,4,19,1,55.120000000000005,0.7226698859068382,2.3061,2.186397661473237,0,0,0,1,2,3,0,0,0
67,6.05,0.3333333333333333,3,1,2,3,15,2,46.010000000000005,0.8137288545563824,2.5963200000000004,2.511706745177543,0,0,0,0,2,2,0,0,0
68,6.34,0.0666666666666666,3,1,3,3,18,1,46.010000000000005,0.7046555744656189,3.310820000000001,2.1122272603114425,0,0,0,1,2,3,0,0,0
69,6.08,0.3333333333333333,3,1,4,3,24,3,37.81,0.7073235792427293,5.349820000000005,2.139633454044189,1,0,1,1,2,3,1,0,1
70,5.0,0.125,2,0,3,3,19,2,25.78,0.6456998553047589,4.327120000000003,2.221472999468572,0,0,0,1,2,3,0,0,0
71,5.12,0.1111111111111111,4,3,2,4,13,0,72.03,0.6311689478833458,1.2260199999999997,2.589858980778057,0,0,0,0,2,2,0,0,0
72,6.38,0.0666666666666666,3,2,3,3,18,1,51.8,0.7043514460269502,3.1874200000000004,2.062740573920909,0,0,0,1,2,3,0,0,0
73,5.7,0.0,3,1,3,3,17,1,46.010000000000005,0.6880201187501459,3.0024000000000006,2.02205273568671,0,0,0,1,2,3,0,0,0
74,5.82,0.125,4,1,3,4,20,3,55.24,0.789001553274723,3.4011000000000022,2.22379749300417,0,0,0,1,2,3,0,0,0
75,6.33,0.0666666666666666,3,1,3,4,19,1,46.010000000000005,0.723060989450725,3.449920000000001,2.264677148652723,0,0,0,1,2,3,0,0,0
76,5.23,0.0,4,3,3,4,18,1,72.03,0.6819406244415755,2.5846,2.225124005873571,0,0,0,1,2,3,0,0,0
77,5.35,0.6923076923076923,7,0,4,7,20,1,74.71000000000001,0.7443146657705682,0.189799999999999,4.478570872336499,2,0,2,0,2,2,2,0,2
78,4.66,0.75,7,0,3,7,23,5,74.71000000000001,0.845392326226631,2.0799,2.738543323269692,1,0,1,0,2,2,1,0,1
79,4.32,0.375,6,0,2,6,14,0,61.82,0.5384628262372215,-1.0293,2.29798245679401,0,0,0,0,2,2,0,0,0
80,5.08,0.6666666666666666,7,0,3,7,19,1,74.71000000000001,0.7429641206594017,0.3338999999999994,2.5715905980963605,1,0,1,0,2,2,1,0,1
81,6.8,0.4545454545454545,9,5,3,11,22,2,139.18,0.5161795285795547,-0.8563000000000005,4.2535849016520135,0,1,1,0,2,2,0,1,1
82,4.31,0.6923076923076923,7,0,4,7,20,1,74.71000000000001,0.7443146657705683,0.1897999999999999,4.61892142178705,2,0,2,0,2,2,2,0,2
83,4.64,0.75,7,0,3,7,23,5,74.71000000000001,0.845392326226631,2.0799,2.640003441612887,1,0,1,0,2,2,1,0,1
84,4.6,0.2857142857142857,6,1,2,6,13,0,72.68,0.5624722357827983,-1.0397000000000003,2.5435777719868486,0,0,0,0,2,2,0,0,0
85,4.28,0.4285714285714285,7,0,2,7,14,0,74.71000000000001,0.5052838878230016,-1.6342999999999994,2.850994099205652,0,0,0,0,2,2,0,0,0
86,4.89,0.7333333333333333,7,0,3,7,22,5,74.71000000000001,0.8421967452501654,1.6898,2.759677203340603,1,0,1,0,2,2,1,0,1
87,4.87,0.75,8,1,3,8,24,5,94.94,0.8810965779960124,1.0506999999999995,3.504286803062249,1,0,1,0,2,2,1,0,1
88,7.7,0.5,9,4,3,11,23,3,125.19,0.5462656729904891,-0.3968000000000003,4.26845208666986,0,1,1,0,2,2,0,1,1
89,4.24,0.6363636363636364,7,0,3,7,18,1,74.71000000000001,0.7094976154786946,-0.0562,2.7681545029149923,1,0,1,0,2,2,1,0,1
90,5.0,0.7333333333333333,7,0,3,7,22,5,74.71000000000001,0.8421967452501654,1.6898,2.656369262893953,1,0,1,0,2,2,1,0,1
91,5.68,0.3529411764705882,6,1,3,6,23,5,72.68,0.7858598694807492,2.3733000000000004,2.3912988262282724,0,0,0,1,2,3,0,0,0
92,7.41,0.5217391304347826,10,5,5,11,34,8,137.58,0.3224101225808705,2.1003000000000003,3.6937535317077375,1,1,2,1,2,3,1,1,2
93,8.29,0.6666666666666666,10,6,4,10,25,4,151.57,0.4852650333533022,-0.6255,3.639940797976678,1,1,2,0,2,2,1,1,2
94,7.44,0.4137931034482758,10,5,6,10,39,9,137.58,0.2210583611638727,3.036300000000002,3.744155563385601,1,1,2,2,2,4,1,1,2
95,6.77,0.6666666666666666,10,5,4,11,26,4,145.78,0.435868780301308,-0.5835000000000004,4.060243424741567,1,1,2,0,2,2,1,1,2
96,7.77,0.6666666666666666,9,4,4,10,25,4,125.55,0.5721213037629663,0.4456999999999996,3.667677959406797,1,1,2,0,2,2,1,1,2
97,7.6,0.4230769230769231,10,5,6,10,36,7,137.58,0.2645718282525092,2.557600000000001,3.681847005576911,1,1,2,2,2,4,1,1,2
98,7.84,0.0625,6,2,4,6,22,1,78.21000000000001,0.5809458256207947,1.92402,2.322127752791152,0,0,0,2,2,4,0,0,0
99,7.07,0.0625,6,2,4,6,22,1,78.21000000000001,0.5809458256207947,1.92402,2.2650552253186262,0,0,0,2,2,4,0,0,0
100,6.14,0.5,11,5,3,11,21,3,168.97,0.4878117905772668,-1.5821000000000007,4.087022247125543,0,1,1,0,2,2,0,1,1
101,5.86,0.2857142857142857,6,1,5,6,27,3,64.22,0.6045860416038892,3.778000000000002,2.344399615684175,1,0,1,2,2,4,1,0,1
102,7.18,0.2857142857142857,6,1,5,7,28,3,64.22,0.5878034969421129,3.917100000000003,2.4585619536682923,1,0,1,2,2,4,1,0,1
103,7.31,0.0,6,2,4,6,21,1,78.21,0.5731338922364451,1.6156,2.2176761551106043,0,0,0,2,2,4,0,0,0
104,8.19,0.0454545454545454,7,3,5,7,29,4,90.24,0.4980396649299241,3.2277000000000013,2.41303179934928,0,0,0,3,2,5,0,0,0
105,7.14,0.0,6,2,4,7,22,1,78.21,0.5801053864503015,1.7547,2.35389039015379,0,0,0,2,2,4,0,0,0
106,6.42,0.0625,7,2,4,7,23,2,87.44,0.6078547722666845,1.6242,2.251610402344463,0,0,0,2,2,4,0,0,0
107,8.1,0.4285714285714285,10,4,3,10,31,10,137.03,0.4373456470772222,0.8270000000000007,2.512946674424679,0,0,0,1,2,3,0,0,0
108,4.78,0.0,5,3,3,5,20,1,90.9,0.6318329361180623,2.576800000000001,2.2254814547320976,0,0,0,2,1,3,0,0,0
109,4.14,0.3333333333333333,3,0,3,5,23,5,43.370000000000005,0.5794225840390186,4.736100000000003,2.377902010736072,1,0,1,1,1,2,0,0,0
110,5.39,0.3529411764705882,5,1,4,5,22,3,55.11,0.8032640632957082,3.454220000000002,2.4116509311512537,1,0,1,1,2,3,1,0,1
111,5.58,0.3684210526315789,6,1,4,6,25,4,72.18,0.7920794173645733,3.482400000000002,2.461871257251458,1,0,1,1,2,3,1,0,1
112,6.27,0.5,9,6,3,9,19,2,145.33,0.4873203172630455,-2.013599999999999,3.6397589350144486,0,1,1,0,2,2,0,1,1
113,5.6,0.217391304347826,6,1,5,6,29,4,72.18,0.5595192662838882,4.587000000000003,2.3120191254568248,1,0,1,2,2,4,1,0,1
114,5.5,0.0526315789473684,6,1,4,6,25,3,72.18,0.6249743543494696,3.4167000000000014,2.2497443868615736,0,0,0,2,2,4,0,0,0
115,5.37,0.3333333333333333,6,1,4,6,24,3,72.18,0.8036614948150447,3.2284200000000016,2.384629946847161,1,0,1,1,2,3,1,0,1
116,6.17,0.0833333333333333,5,2,3,5,17,1,69.1,0.6837274348829221,1.6819199999999996,2.3983993918876525,0,0,0,1,2,3,0,0,0
117,4.0,0.5833333333333334,8,5,4,8,20,2,130.31,0.5234055015061366,-1.5324,4.588977142076483,2,0,2,0,2,2,2,0,2
118,7.18,0.1904761904761904,10,2,5,11,32,6,115.17,0.3449241881680998,4.940600000000003,2.8207488391701308,0,0,0,1,4,5,0,0,0
119,6.47,0.15,9,1,5,9,29,5,103.14,0.4973031489052908,2.935100000000001,2.692197953195434,0,0,0,1,4,5,0,0,0
120,5.86,0.1052631578947368,11,2,5,11,30,4,124.4,0.4717638282859412,2.9236000000000004,2.71876156589469,0,0,0,1,4,5,0,0,0
121,6.4,0.15,10,2,5,12,32,5,115.17,0.3688736837130333,5.094800000000003,2.858695019987911,0,0,0,1,4,5,0,0,0
122,8.02,0.0,8,2,5,10,30,3,97.35,0.3876546623223015,5.488300000000002,2.482948833799199,0,0,0,2,3,5,0,0,0
123,7.38,0.15,10,2,5,11,31,5,115.17,0.4451979367516176,3.927100000000002,2.785822165140859,0,0,0,1,4,5,0,0,0
124,7.3,0.1904761904761904,10,2,5,11,32,6,115.17,0.4113246008620662,4.317200000000002,2.7846580203115696,0,0,0,1,4,5,0,0,0
125,6.84,0.0555555555555555,10,2,5,12,30,3,115.17,0.4315551218997353,4.221800000000002,2.8196785050101045,0,0,0,1,4,5,0,0,0
126,7.0,0.0555555555555555,10,2,5,11,29,3,115.17,0.4308610965688867,3.677500000000001,2.784794591850895,0,0,0,1,4,5,0,0,0
127,6.96,0.1904761904761904,10,2,5,11,32,6,115.17,0.3824734683689217,4.831500000000004,2.7808138515770797,0,0,0,1,4,5,0,0,0
128,6.24,0.15,12,2,6,12,32,4,133.63,0.4424355297908253,3.1266000000000007,2.900633591823105,0,1,1,1,4,5,0,0,0
129,7.47,0.1904761904761904,10,2,5,13,34,5,115.17,0.3810945038220624,4.806800000000003,2.892853574580036,0,0,0,1,4,5,0,0,0
130,7.02,0.1904761904761904,10,2,5,11,32,6,115.17,0.3824734683689217,4.831500000000004,2.817620799467898,0,0,0,1,4,5,0,0,0
131,7.22,0.1052631578947368,10,2,5,11,30,4,115.17,0.4717330654532513,3.537000000000001,2.7554459160273144,0,0,0,1,4,5,0,0,0
132,7.0,0.1904761904761904,10,2,5,11,32,6,115.17,0.3824734683689217,4.831500000000003,2.809841643140354,0,0,0,1,4,5,0,0,0
133,6.85,0.1904761904761904,11,2,5,11,32,6,124.4,0.4180883676855254,3.7966000000000015,2.76453643222224,0,0,0,1,4,5,0,0,0
134,7.28,0.15,10,2,5,13,33,4,115.17,0.413840711442803,4.416700000000002,2.862187526576516,0,0,0,1,4,5,0,0,0
135,6.8,0.1052631578947368,11,2,5,11,30,4,124.4,0.4717638282859412,2.9236000000000013,2.757893661385406,0,0,0,1,4,5,0,0,0
136,7.21,0.15,10,2,5,10,30,5,115.17,0.4621336618073842,3.788000000000001,2.7392072495214084,0,0,0,1,4,5,0,0,0
137,6.92,0.15,10,2,5,11,31,5,115.17,0.4204743318007662,4.4414000000000025,2.811845242063935,0,0,0,1,4,5,0,0,0
138,7.04,0.2272727272727272,11,2,5,11,33,7,124.4,0.3840431322282961,4.186700000000002,2.795825660782736,0,0,0,1,4,5,0,0,0
139,6.85,0.15,11,2,5,11,31,5,124.4,0.4480555169744493,3.406500000000001,2.769994472833167,0,0,0,1,4,5,0,0,0
140,6.7,0.0555555555555555,10,2,5,11,29,3,115.17,0.4712299562936254,3.5684000000000013,2.7727187676750717,0,0,0,1,4,5,0,0,0
141,6.95,0.1904761904761904,11,2,5,11,32,6,124.4,0.4180883676855252,3.7966000000000015,2.8011438763909737,0,0,0,1,4,5,0,0,0
142,5.11,0.7,11,5,4,11,31,7,154.64999999999998,0.4249902998820881,0.7784999999999991,3.740097660655067,1,1,2,0,2,2,1,1,2
143,7.1,0.2272727272727272,11,2,5,11,33,7,124.4,0.3840431322282961,4.186700000000002,2.76624104539812,0,0,0,1,4,5,0,0,0
144,7.3,0.15,10,2,5,11,31,5,115.17,0.380723723248522,4.550500000000003,2.8231160112947062,0,0,0,1,4,5,0,0,0
145,7.02,0.2272727272727272,11,2,5,11,33,7,124.4,0.3840431322282961,4.186700000000002,2.8017045069365825,0,0,0,1,4,5,0,0,0
146,7.92,0.1904761904761904,10,2,5,10,31,5,115.17,0.4457332247355895,4.096420000000002,2.770996011294706,0,0,0,1,4,5,0,0,0
147,6.85,0.15,10,2,5,11,31,5,115.17,0.4204743318007662,4.4414000000000025,2.7818498574485524,0,0,0,1,4,5,0,0,0
148,7.4,0.1052631578947368,10,2,5,10,29,4,115.17,0.4875272936368799,3.397900000000001,2.7085250120189635,0,0,0,1,4,5,0,0,0
149,6.18,0.1904761904761904,12,2,6,12,33,5,133.63,0.4188827414412516,3.5167,2.9289262158977234,0,1,1,1,4,5,0,0,0
150,6.17,0.1052631578947368,12,2,6,12,31,3,133.63,0.4567395089817007,2.643700000000001,2.8907581414722205,0,1,1,1,4,5,0,0,0
151,6.85,0.1052631578947368,10,2,5,13,32,3,115.17,0.4375127904474272,3.9338000000000015,2.849789637577677,0,0,0,1,4,5,0,0,0
152,7.62,0.2272727272727272,10,2,5,10,32,6,115.17,0.4101767378048776,4.486520000000002,2.770310129492712,0,0,0,1,4,5,0,0,0
153,7.0,0.1904761904761904,11,2,5,11,32,6,124.4,0.4180883676855252,3.7966000000000015,2.795075390038617,0,0,0,1,4,5,0,0,0
154,5.98,0.15,11,2,5,11,31,5,124.4,0.4480555169744493,3.406500000000001,2.732166780525475,0,0,0,1,4,5,0,0,0
155,6.92,0.0555555555555555,10,2,5,11,29,3,115.17,0.487612770803115,3.054100000000001,2.744836899543204,0,0,0,1,4,5,0,0,0
156,6.75,0.1052631578947368,11,2,5,11,30,4,124.4,0.4717638282859412,2.9236000000000004,2.7514066587328863,0,0,0,1,4,5,0,0,0
157,6.45,0.1052631578947368,10,2,5,12,31,4,115.17,0.4042153663990225,4.7047000000000025,2.829485380352613,0,0,0,1,4,5,0,0,0
158,5.25,0.5,11,5,5,11,35,8,154.65000000000003,0.3200323089273348,1.3635999999999997,3.6293197504381336,1,1,2,1,2,3,1,1,2
159,6.3,0.1904761904761904,10,2,5,12,33,6,115.17,0.3289793885135915,5.484900000000003,2.857114081835368,0,0,0,1,4,5,0,0,0
160,6.83,0.1904761904761904,10,2,5,10,31,6,115.17,0.4290613376230431,4.1781000000000015,2.7376227230444936,0,0,0,1,4,5,0,0,0
161,7.51,0.2272727272727272,10,2,5,13,35,6,115.17,0.3424928453142138,5.196900000000004,2.894205447404712,0,0,0,1,4,5,0,0,0
162,5.91,0.15,10,2,5,11,31,5,115.17,0.4204743318007662,4.4414000000000025,2.8198837036023985,0,0,0,1,4,5,0,0,0
163,8.03,0.0476190476190476,9,2,5,10,31,4,106.58,0.4187183936386481,4.843500000000003,2.4346913959100918,0,0,0,2,3,5,0,0,0
164,6.96,0.1052631578947368,10,2,5,10,29,3,115.17,0.49029169862675,3.223420000000001,2.7289517347080388,0,0,0,1,4,5,0,0,0
165,6.8,0.1052631578947368,10,2,5,11,30,4,115.17,0.4510955810385897,4.051300000000002,2.7513366322076878,0,0,0,1,4,5,0,0,0
166,5.66,0.7391304347826086,11,5,5,11,34,8,154.65000000000003,0.3843567852362886,1.7011999999999998,3.7804431706402335,2,1,3,0,2,2,2,1,3
167,6.88,0.15,11,2,5,11,31,5,124.4,0.4480555169744492,3.406500000000001,2.7637237036023983,0,0,0,1,4,5,0,0,0
168,6.51,0.1904761904761904,9,1,5,9,30,6,103.14,0.4681101826899743,3.325200000000001,2.723436794975953,0,0,0,1,4,5,0,0,0
169,6.75,0.1052631578947368,10,2,5,11,30,4,115.17,0.4510955810385897,4.051300000000002,2.790681990297873,0,0,0,1,4,5,0,0,0
170,6.75,0.0555555555555555,10,2,5,11,29,3,115.17,0.4712299562936254,3.5684000000000005,2.740580855587158,0,0,0,1,4,5,0,0,0
171,7.4,0.1052631578947368,10,2,5,11,30,4,115.17,0.4103148036150961,4.160400000000003,2.794025756876122,0,0,0,1,4,5,0,0,0
172,5.92,0.0555555555555555,10,2,5,11,29,3,115.17,0.4712299562936254,3.5684000000000005,2.78133140503771,0,0,0,1,4,5,0,0,0
173,6.42,0.2272727272727272,12,2,6,12,34,6,133.63,0.3896060444162569,3.9068000000000014,2.9280404770384028,0,1,1,1,4,5,0,0,0
174,6.4,0.2272727272727272,9,1,5,9,31,7,103.14,0.434563426799445,3.715300000000002,2.722372173593943,0,0,0,1,4,5,0,0,0
175,7.52,0.15,10,2,5,10,30,4,115.17,0.4735118839579449,3.7063200000000016,2.740108515496813,0,0,0,1,4,5,0,0,0
176,6.82,0.1052631578947368,10,2,5,11,30,4,115.17,0.4510955810385897,4.051300000000002,2.7823663404304995,0,0,0,1,4,5,0,0,0
177,5.14,0.6875,9,4,4,9,25,4,125.55,0.615978877739249,0.1823999999999983,3.7836131706744016,1,1,2,0,2,2,1,1,2
178,6.12,0.4210526315789473,9,4,4,9,28,6,125.55,0.4828258358241414,0.4808999999999999,3.628726968270785,0,1,1,1,2,3,0,1,1
179,5.75,0.4210526315789473,9,4,4,9,28,6,125.55,0.4828258358241414,0.4808999999999999,3.628726968270785,0,1,1,1,2,3,0,1,1
180,5.13,0.45,9,4,4,9,29,6,125.55,0.4811625607838106,0.8709999999999998,3.827227816048671,0,1,1,1,2,3,0,1,1
181,8.41,0.6875,9,4,4,10,26,4,125.55,0.5720411888849726,0.8357999999999988,3.879584374287189,1,1,2,0,2,2,1,1,2
182,5.88,0.5454545454545454,9,5,3,10,21,2,139.54,0.5207607536381919,-0.9365000000000004,3.926771318743581,0,1,1,0,2,2,0,1,1
183,6.42,0.6666666666666666,9,4,4,9,24,4,125.55,0.6047937360507764,-0.2077000000000005,3.5647839136726667,1,1,2,0,2,2,1,1,2
184,6.66,0.5384615384615384,10,5,3,10,23,3,148.41,0.5363342071806348,-1.446099999999999,4.014432306450081,0,1,1,0,2,2,0,1,1
185,5.47,0.5454545454545454,9,5,3,9,20,2,139.54,0.5163088349236469,-1.5899000000000003,3.7996952419545966,0,1,1,0,2,2,0,1,1
186,6.92,0.5,9,5,3,10,20,2,139.54000000000002,0.5004163603589038,-1.326600000000001,3.670382234961591,0,1,1,0,2,2,0,1,1
