,molecule_chembl_id,Ki,units,pKi,smiles,molecular_weight,n_hba,n_hbd,logp,passed
1760,CHEMBL601414,1300.0,nM,5.89,CCCc1ccc2c(N)c(C(=O)c3ccccc3)sc2n1,296.09833413200005,3,2,4.062000000000003,True
1761,CHEMBL600794,2700.0,nM,5.57,CN1CCc2nc3sc(C(=O)Nc4ccc(Cl)cc4)c(N)c3cc2C1,372.08115984400007,5,3,3.772100000000001,True
1762,CHEMBL600992,9100.0,nM,5.04,CCc1nc2sc(C(=O)c3cccc(Cl)c3)c(N)c2cc1C,330.05936178,3,2,4.633720000000003,True
1763,CHEMBL601208,15000.0,nM,4.82,Nc1c(C(=O)Nc2ccc([N+](=O)[O-])cc2)sc2nc3c(cc12)CCCC3,368.094311372,7,3,3.9178000000000024,True
1764,CHEMBL599481,6900.0,nM,5.16,Nc1c(C(=O)Nc2ccc(Cl)cc2)sc2ncccc12,303.02331062,4,3,3.784200000000001,True
1765,CHEMBL598551,800.0,nM,6.1,Cc1cccc(NC2=C(N)C(=O)c3ccccc3C2=O)c1,278.105527688,4,3,2.6564200000000007,True
1766,CHEMBL601723,560.0,nM,6.25,NC1=C(Nc2cccc(C(F)(F)F)c2)C(=O)c2ccccc2C1=O,332.07726225199997,4,3,3.3668000000000013,True
1767,CHEMBL598725,2200.0,nM,5.66,CN1CCc2sc3nc(C(=O)Nc4ccc(F)cc4)c(N)cc3c2C1,356.110710384,5,3,3.2578000000000014,True
1768,CHEMBL604728,2800.0,nM,5.55,Cc1ccc(Nc2nc(N)nc(CN3C(=O)NC4(CCCCC4)C3=O)n2)cc1,381.191322976,9,4,2.2605199999999996,True
1769,CHEMBL598726,6000.0,nM,5.22,Cc1ccc(Nc2nc(N)nc(CSC(C)C(=O)NCc3ccccc3Cl)n2)cc1,442.13425803600006,7,4,4.0973200000000025,True
1770,CHEMBL603967,14000.0,nM,4.85,COc1ccc(Nc2nc(N)nc(CSc3nnc(N)s3)n2)cc1,362.073199068,9,5,1.9319999999999997,True
1771,CHEMBL602069,17000.0,nM,4.77,Cc1ccc(Nc2nc(N)nc(CSCCO)n2)cc1,291.11538116400004,6,4,1.7313199999999997,True
1772,CHEMBL602265,33000.0,nM,4.48,Cc1ccc(Nc2nc(N)nc(CSC(C)C(=O)N3CCCCCC3)n2)cc1,400.20453051600003,7,3,3.530120000000002,True
1773,CHEMBL600404,13000.0,nM,4.89,Nc1nc(CSc2nnc(N)s2)nc(Nc2ccc(F)cc2)n1,350.053212572,8,5,2.0625,True
1774,CHEMBL591458,2200.0,nM,5.66,Nc1c(C(=O)c2ccccc2)oc2ccc(Br)cc12,314.98949066,3,2,4.0085000000000015,True
1775,CHEMBL599548,36000.0,nM,4.44,CC(=O)Oc1cccc(-c2nc(C(N)=O)c(N)o2)c1,261.074955832,7,4,0.948,True
1776,CHEMBL600405,2900.0,nM,5.54,Cc1ccc(N2C(=O)c3cccc(N)c3C2=O)cc1,252.089877624,4,2,2.3778200000000007,True
1777,CHEMBL600609,17000.0,nM,4.77,COCCOC(=O)c1sc(N)c(C#N)c1C,240.056863244,5,2,1.3136,True
1778,CHEMBL600610,41000.0,nM,4.39,CC(=O)c1snc(Nc2cc(Cl)ccc2F)c1N,285.01388880800005,4,3,3.4640000000000013,True
1779,CHEMBL606031,25000.0,nM,4.6,COc1ccc(-n2ccnc2SCC(=O)c2c(N)n(C3CC3)c(=O)[nH]c2=O)cc1,413.115775088,9,3,1.623,True
1780,CHEMBL602076,6100.0,nM,5.21,N#CC1=C(NC(=O)CSc2ncc(C#N)c(N)n2)SC2CCCCC12,372.082701132,7,3,2.1795600000000004,True
1781,CHEMBL597730,4330.0,nM,5.36,C#CCCCC#Cc1nc(NCc2cccc(Cl)c2)c2ncn([C@@H]3[C@H](O)[C@H](O)[C@]4(C(=O)NC)C[C@H]34)c2n1,518.183316404,9,4,2.2756,True
1782,CHEMBL603870,7040.0,nM,5.15,C#CCCCCC#Cc1nc(NCc2cccc(Cl)c2)c2ncn([C@H]3[C@H](O)[C@H](O)[C@]4(C(=O)NC)C[C@H]34)c2n1,532.198966468,9,4,2.6657,True
1783,CHEMBL592435,398.0,nM,6.4,OC1CCC(Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1,308.16371126,5,3,3.340300000000002,True
1784,CHEMBL592679,6250.0,nM,5.2,Cc1ccc(C(=O)c2sc(NC(=O)c3ccccc3)nc2-c2ccccc2)cc1,398.108898816,4,1,5.601820000000004,True
1785,CHEMBL591710,348.0,nM,6.46,O=C(Nc1nc(-c2ccccc2)c(C(=O)c2ccccc2)s1)c1ccco1,374.072513308,5,1,4.886400000000003,True
1786,CHEMBL1081811,209.0,nM,6.68,CC(=O)Nc1ccc(-c2ccncc2)c(-c2ccco2)n1,279.10077665600005,5,1,3.362000000000002,True
1787,CHEMBL1081812,30.0,nM,7.52,O=C(Nc1ccc(-c2ccncc2)c(-c2ccco2)n1)C1CC1,305.11642672,5,1,3.752100000000002,True
1788,CHEMBL1081971,239.0,nM,6.62,O=C(Nc1ccc(-c2ccncn2)c(-c2ccco2)n1)C1CC1,306.111675688,6,1,3.147100000000002,True
1789,CHEMBL1076562,35.0,nM,7.46,O=C(Nc1ccc(Br)c(-c2ccco2)n1)C1CC1,306.00038969200006,4,1,3.4526000000000012,True
1790,CHEMBL1079801,12.0,nM,7.92,N#Cc1ccc(NC(=O)C2CC2)nc1-c1ccco1,253.085126592,5,1,2.5617800000000006,True
1791,CHEMBL1079802,1638.0,nM,5.79,O=C(Nc1ccc(C2N=NN=N2)c(-c2ccco2)n1)C1CC1,296.102173624,8,1,3.521700000000002,True
1792,CHEMBL1079803,147.0,nM,6.83,O=C(Nc1ccc(-c2ccncc2Cl)c(-c2ccco2)n1)C1CC1,339.077454368,5,1,4.405500000000003,True
1793,CHEMBL1079804,150.0,nM,6.82,O=C(Nc1ccc(-c2ccncc2F)c(-c2ccco2)n1)C1CC1,323.107004908,5,1,3.891200000000002,True
1794,CHEMBL1082005,11.0,nM,7.96,Cc1ccc(-c2nc(NC(=O)C3CC3)ccc2-c2ccncc2)o1,319.132076784,5,1,4.060520000000003,True
1795,CHEMBL1082006,302.0,nM,6.52,O=C(Nc1ccc(-c2ccncc2)c(-c2nccs2)n1)C1CC1,322.088832068,5,1,3.6156000000000024,True
1796,CHEMBL1082171,813.0,nM,6.09,O=C(Nc1ccc(-c2ccncc2)c(-c2cncs2)n1)C1CC1,322.088832068,5,1,3.6156000000000024,True
1797,CHEMBL1080500,1359.0,nM,5.87,O=C(Nc1ccc(-c2ccncc2)c(-c2ncco2)n1)C1CC1,306.111675688,6,1,3.147100000000001,True
1798,CHEMBL1080676,635.0,nM,6.2,O=C(Nc1ccc(-c2ccncc2)c(-c2cnco2)n1)C1CC1,306.111675688,6,1,3.147100000000001,True
1799,CHEMBL1080677,1373.0,nM,5.86,O=C(Nc1ccc(-c2ccncc2)c(-c2cocn2)n1)C1CC1,306.111675688,6,1,3.147100000000001,True
1800,CHEMBL1080679,1440.0,nM,5.84,O=C(Nc1ccc(-c2ccncc2)c(-n2cccn2)n1)C1CC1,305.1276601,6,1,2.6778000000000013,True
1801,CHEMBL1082028,61.0,nM,7.21,O=C(Nc1ccc(-c2ccncc2)c(-c2ccccc2F)n1)C1CC1,333.127740352,4,1,4.298200000000002,True
1802,CHEMBL1076587,57.0,nM,7.24,O=C(Nc1ccc(-c2ccncc2)c(-c2cccc(F)c2)n1)C1CC1,333.127740352,4,1,4.298200000000002,True
1803,CHEMBL1082208,286.0,nM,6.54,CC(=O)Nc1ccc(-c2ccncc2)c(-c2cccc(F)c2)n1,307.112090288,4,1,3.908100000000003,True
1804,CHEMBL1081038,39.0,nM,7.41,O=C(Nc1ccc(-c2ccncc2)c(-c2ccc(F)cc2)n1)C1CC1,333.127740352,4,1,4.298200000000003,True
1805,CHEMBL1081039,862.0,nM,6.06,O=C(Nc1ccc(-c2ccncc2)c(-c2ccccn2)n1)C1CC1,316.132411132,5,1,3.554100000000002,True
1806,CHEMBL1081040,1465.0,nM,5.83,O=C(Nc1ccc(-c2ccncc2)c(-c2cccnc2)n1)C1CC1,316.132411132,5,1,3.554100000000002,True
1807,CHEMBL1081041,163.0,nM,6.79,O=C(Nc1ccc(-c2ccncc2)c(-c2ccncc2)n1)C1CC1,316.132411132,5,1,3.554100000000002,True
1808,CHEMBL1080513,181.0,nM,6.74,O=c1[nH]c(=O)c2cc(-c3ccncn3)c(-c3ccco3)nc2[nH]1,307.0705391480001,8,2,1.3283999999999998,True
1809,CHEMBL1080512,619.0,nM,6.21,c1coc(-c2nc3[nH]ccc3cc2-c2ccncn2)c1,262.08546094,5,1,3.2799000000000014,True
1810,CHEMBL1080497,177.0,nM,6.75,O=c1[nH][nH]c2nc(-c3ccco3)c(-c3ccncn3)cc12,279.07562452800005,7,2,1.9681999999999997,True
1811,CHEMBL1080327,3605.0,nM,5.44,c1coc(-c2nc3[nH]cnc3cc2-c2ccncn2)c1,263.080709908,6,1,2.6749,True
1812,CHEMBL1082002,1656.0,nM,5.78,c1coc(-c2nc3[nH]ncc3cc2-c2ccncn2)c1,263.080709908,6,1,2.6749,True
1813,CHEMBL1082001,858.0,nM,6.07,Nc1n[nH]c2nc(-c3ccco3)c(-c3ccncn3)cc12,278.09160893999996,7,3,2.2571000000000003,True
1814,CHEMBL1081841,2126.0,nM,5.67,Cn1c(=O)[nH]c2nc(-c3ccco3)c(-c3ccncn3)cc21,293.09127459200005,7,1,1.9785999999999997,True
1815,CHEMBL1076563,769.0,nM,6.11,O=c1[nH]c2cc(-c3ccncn3)c(-c3ccco3)nc2[nH]1,279.07562452800005,7,2,1.9681999999999997,True
1816,CHEMBL1093271,3.56,nM,8.45,CCn1c(=S)sc2c1ncn1nc(-c3ccco3)nc21,303.024851908,6,0,3.149890000000001,True
1817,CHEMBL1093270,0.38,nM,9.42,CCCn1c(=S)sc2c1ncn1nc(-c3ccco3)nc21,317.040501972,6,0,3.539990000000002,True
1818,CHEMBL1092270,0.12,nM,9.92,CCCCn1c(=S)sc2c1ncn1nc(-c3ccco3)nc21,331.056152036,6,0,3.9300900000000025,True
1819,CHEMBL1092271,0.016,nM,10.8,C=CCn1c(=S)sc2c1ncn1nc(-c3ccco3)nc21,315.024851908,6,0,3.315990000000001,True
1820,CHEMBL1090575,1.1,nM,8.96,S=c1sc2c(ncn3nc(-c4ccco4)nc23)n1-c1ccccc1,351.024851908,6,0,4.119190000000002,True
1821,CHEMBL1090576,2.02,nM,8.7,Fc1ccc(-n2c(=S)sc3c2ncn2nc(-c4ccco4)nc32)cc1,369.015430096,6,0,4.258290000000002,True
1822,CHEMBL1090577,0.152,nM,9.82,S=c1sc2c(ncn3nc(-c4ccco4)nc23)n1-c1ccc(Cl)cc1,384.985879556,6,0,4.772590000000003,True
1823,CHEMBL1090578,0.038,nM,10.42,S=c1sc2c(ncn3nc(-c4ccco4)nc23)n1-c1cccc(Cl)c1,384.985879556,6,0,4.772590000000003,True
1824,CHEMBL1093018,0.7,nM,9.15,S=c1sc2c(ncn3nc(-c4ccco4)nc23)n1-c1ccccc1I,476.921499876,6,0,4.723790000000002,True
1825,CHEMBL1093203,0.57,nM,9.24,S=c1sc2c(ncn3nc(-c4ccco4)nc23)n1-c1ccc(I)cc1,476.921499876,6,0,4.723790000000002,True
1826,CHEMBL1091031,121.0,nM,6.92,Cn1cc2c(nc(N)n3nc(-c4ccccc4)nc23)n1,265.107593352,7,2,1.2601999999999998,True
1827,CHEMBL1090489,355.0,nM,6.45,Cn1cc2c(nc(N)n3nc(-c4ccc(F)cc4)nc23)n1,283.09817154,7,2,1.3992999999999998,True
1828,CHEMBL1090810,2020.0,nM,5.7,Cn1cc2c(nc(N)n3nc(-c4ccc(Cl)cc4)nc23)n1,299.068621,7,2,1.9135999999999997,True
1829,CHEMBL1090811,1500.0,nM,5.82,Cn1cc2c(nc(N)n3nc(-c4ccc(Br)cc4)nc23)n1,343.01810542000004,7,2,2.0226999999999995,True
1830,CHEMBL1090812,1190.0,nM,5.92,COc1ccc(-c2nc3c4cn(C)nc4nc(N)n3n2)cc1,295.118158036,8,2,1.2687999999999993,True
1831,CHEMBL1089427,9650.0,nM,5.01,Cn1cc2c(nc(N)n3nc(-c4ccc([N+](=O)[O-])cc4)nc23)n1,310.09267156000004,10,2,1.1683999999999997,True
1832,CHEMBL1093430,83.8,nM,7.08,CCn1ncc2c1nc(N)n1nc(-c3ccc(Cl)cc3)nc21,313.084271064,7,2,2.3965000000000005,True
1833,CHEMBL1089131,843.0,nM,6.07,CCn1cc2c(nc(N)n3nc(-c4ccc(Cl)cc4)nc23)n1,313.08427106400006,7,2,2.3965000000000005,True
1834,CHEMBL1093431,196.0,nM,6.71,Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccccc3)nn12,355.15454354400003,7,2,2.9659000000000004,True
1835,CHEMBL1093432,127.0,nM,6.9,Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccc(F)cc3)nn12,373.145121732,7,2,3.1050000000000004,True
1836,CHEMBL21654,5970.0,nM,5.22,Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccc(Cl)cc3)nn12,389.115571192,7,2,3.6193000000000026,True
1837,CHEMBL1089887,2180.0,nM,5.66,Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccc(Cl)cc3)nn12,389.115571192,7,2,3.6193000000000026,True
1838,CHEMBL1089903,1400.0,nM,5.85,COc1ccc(-c2nc3c4cn(CCc5ccccc5)nc4nc(N)n3n2)cc1,385.1651082280001,8,2,2.9745,True
1839,CHEMBL1089904,324.0,nM,6.49,Cn1cc2c(nc(NC(=O)c3ccccc3)n3nc(-c4ccccc4)nc23)n1,369.13380810000007,8,1,2.930300000000001,True
1840,CHEMBL1093202,963.0,nM,6.02,O=C(Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccccc3)nn12)c1ccccc1,459.18075829200006,8,1,4.636000000000004,True
1841,CHEMBL1091268,778.0,nM,6.11,Cn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccccc4)nc23)n1,383.14945816400007,8,1,2.8592000000000004,True
1842,CHEMBL1091640,2540.0,nM,5.59,Cn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccc(F)cc4)nc23)n1,401.14003635200004,8,1,2.9983000000000013,True
1843,CHEMBL1091641,8320.0,nM,5.08,Cn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccc(Cl)cc4)nc23)n1,417.11048581200004,8,1,3.5126000000000017,True
1844,CHEMBL1090461,23900.0,nM,4.62,Cn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccc([N+](=O)[O-])cc4)nc23)n1,428.134536372,11,1,2.7674000000000003,True
1845,CHEMBL1094986,200.0,nM,6.7,Cc1cc(C)nc(NC(=N)NCCc2c[nH]c3ccc(F)cc23)n1,326.165522828,6,4,2.8928100000000008,True
1846,CHEMBL1097074,400.0,nM,6.4,Cc1cc(C)nc(NC(=N)NCCc2c[nH]c3ccccc23)n1,308.17494464,6,4,2.7537100000000008,True
1847,CHEMBL1099100,400.0,nM,6.4,Cc1cc(C)nc(NC(=N)NCCc2ccsc2)n1,275.120466544,5,3,2.3339100000000004,True
1848,CHEMBL184517,900.0,nM,6.05,COc1ccc(CCNC(=N)Nc2nc(C)cc(C)n2)cc1,299.174610292,6,3,2.28101,True
1849,CHEMBL1097072,1200.0,nM,5.92,Cc1cccc(Nc2nc3c([nH]2)c(=O)n(C)c(=O)n3C)c1,285.12257472000005,7,2,1.0123199999999994,True
1850,CHEMBL1097073,1300.0,nM,5.89,Cc1ccc2nc(Nc3nc(C)cc(C)n3)[nH]c2c1,253.13274547999998,5,2,3.0217600000000004,True
1851,CHEMBL1096751,2700.0,nM,5.57,COc1ccc2c(c1)oc1c(-c3ccncc3)c(C#N)c(N)c(C#N)c12,340.09602562400005,6,2,3.982160000000003,True
1852,CHEMBL1098444,5900.0,nM,5.23,N=C(NCCc1c[nH]c2ccccc12)Nc1ncccn1,280.143644512,6,4,2.13687,True
1853,CHEMBL1094646,8800.0,nM,5.06,CNc1ccccc1C(=O)/N=C(\N)Nc1nc(C)c2ccccc2n1,334.154209196,7,4,2.54692,True
1854,CHEMBL1098438,3600.0,nM,5.44,COc1ccc(-c2cc(=O)[nH]c(Nc3ccccc3)n2)cc1OC,323.12699140399997,6,2,3.197700000000001,True
1855,CHEMBL1098439,200.0,nM,6.7,Cc1cccc(O[C@H](C)C(=O)Nc2nc(-c3ccccc3)n[nH]2)c1,322.14297581600005,6,2,3.1861200000000007,True
1856,CHEMBL1098443,600.0,nM,6.22,COc1ccc2c(CCNC(=N)Nc3nc(C)cc(C)n3)c[nH]c2c1,338.185509324,7,4,2.7623100000000003,True
1857,CHEMBL1094987,121.1,nM,6.92,Nc1nc(-c2ccccc2)nc2nn(Cc3ccccc3)cc12,301.13274548,5,2,3.123800000000002,True
1858,CHEMBL1094143,180.6,nM,6.74,O=C(Nc1nc(-c2ccccc2)nc2nn(Cc3ccccc3)cc12)c1ccccc1,405.158960228,6,1,4.793900000000004,True
1859,CHEMBL1096410,96.0,nM,7.02,O=C(Nc1ccccc1)Nc1nc(-c2ccccc2)nc2nn(CCc3ccccc3)cc12,434.18550932400007,7,2,5.3800000000000034,True
1860,CHEMBL1098075,227.0,nM,6.64,O=C(Nc1nc(-c2ccccc2)nc2nn(CCc3ccccc3)cc12)c1ccccc1,419.174610292,6,1,4.988300000000004,True
1861,CHEMBL1096409,314.0,nM,6.5,O=C(Nc1nc(-c2ccccc2)nc2nn(CCc3ccccc3)cc12)c1cccc(Cl)c1,453.13563794,6,1,5.641700000000004,True
1862,CHEMBL1098109,886.0,nM,6.05,Cn1cc2c(NC(=O)c3cccc(Cl)c3)nc(-c3ccccc3)nc2n1,363.08868774800004,6,1,3.9360000000000026,True
1863,CHEMBL1096754,728.1,nM,6.14,Cn1cc2c(NC(=O)c3ccccc3)nc(-c3ccccc3)nc2n1,329.12766010000007,6,1,3.2826000000000013,True
1864,CHEMBL1097050,1136.0,nM,5.95,COc1ccc(C(=O)Nc2nc(-c3ccccc3)nc3nn(CCc4ccccc4)cc23)cc1,449.18517497600004,7,1,4.996900000000004,True
1865,CHEMBL1097737,1000.0,nM,6.0,Nc1nc(-c2ccccc2)nc2nn(CCc3ccccc3)cc12,315.148395544,5,2,3.318200000000002,True
1866,CHEMBL1098108,3179.0,nM,5.5,COc1ccc(C(=O)Nc2nc(-c3ccccc3)nc3nn(C)cc23)cc1,359.13822478400004,7,1,3.2912000000000017,True
1867,CHEMBL1096693,4900.0,nM,5.31,O=C(Nc1ncnc2nn(Cc3ccccc3)cc12)c1cccc(Cl)c1,363.088687748,6,1,3.780300000000002,True
1868,CHEMBL1170518,250.0,nM,6.6,COc1ccc(NC(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,359.073990528,6,2,3.654700000000002,True
1869,CHEMBL1171898,39.0,nM,7.41,COc1ccc(N(C)C(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,373.089640592,6,1,3.679000000000002,True
1870,CHEMBL1171897,22.0,nM,7.66,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(F)cc3)sc12,387.105290656,6,1,4.069100000000003,True
1871,CHEMBL1171718,3.0,nM,8.52,COc1ccc(N(CC(C)C)C(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,415.136590784,6,1,4.705200000000004,True
1872,CHEMBL1172269,35.0,nM,7.46,COc1ccc(N(CC(F)(F)F)C(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,441.07702522000005,6,1,4.611500000000003,True
1873,CHEMBL1172268,61.0,nM,7.21,COc1ccc(N(C(C)=O)C(F)F)c2sc(NC(=O)c3ccc(F)cc3)nc12,409.070796968,6,1,4.2718000000000025,True
1874,CHEMBL1172267,98.0,nM,7.01,COc1ccc(N(CCO)C(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,403.100205276,7,2,3.041500000000001,True
1875,CHEMBL1171524,29.0,nM,7.54,COc1ccc(N(CCCO)C(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,417.11585534,7,2,3.4316000000000013,True
1876,CHEMBL1171526,38.0,nM,7.42,COCCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(F)cc3)sc12,417.11585533999994,7,1,3.6956000000000024,True
1877,CHEMBL1171525,5.0,nM,8.3,COC(=O)CN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(F)cc3)sc12,431.09511989599997,8,1,3.2222000000000017,True
1878,CHEMBL1170295,2200.0,nM,5.66,COc1ccc(N(CC(=O)O)C(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,417.079469832,8,2,3.133800000000001,True
1879,CHEMBL1170526,160.0,nM,6.8,COc1ccc(N(CC(N)=O)C(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,416.09545424400005,8,3,2.5345000000000004,True
1880,CHEMBL1170525,330.0,nM,6.48,CNC(=O)CN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(F)cc3)sc12,430.11110430799994,8,2,2.7952000000000004,True
1881,CHEMBL1170131,480.0,nM,6.32,COc1ccc(N(CC(=O)N(C)C)C(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,444.12675437200005,8,1,3.1374000000000013,True
1882,CHEMBL1170130,15.0,nM,7.82,CCN(C(C)=O)c1ccc(Cl)c2nc(NC(=O)c3ccc(F)cc3)sc12,391.0557536200001,5,1,4.713900000000002,True
1883,CHEMBL1170129,92.0,nM,7.04,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(S(C)(=O)=O)cc3)sc12,447.092262772,8,1,3.3335000000000017,True
1884,CHEMBL1169934,50.0,nM,7.3,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(C#N)cc3)sc12,394.109961436,7,1,3.801680000000003,True
1885,CHEMBL1172274,170.0,nM,6.77,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(C(=O)OC)cc3)sc12,427.120191772,8,1,3.7166000000000023,True
1886,CHEMBL1170137,46.0,nM,7.34,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(NS(C)(=O)=O)cc3)sc12,462.10316180399997,9,2,3.3015000000000008,True
1887,CHEMBL1172277,71.0,nM,7.15,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(CN(C)S(C)(=O)=O)cc3)sc12,490.13446193199997,9,1,3.3214000000000015,True
1888,CHEMBL1172276,27.0,nM,7.57,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(CN4CCCC4=O)cc3)sc12,466.167476312,8,1,4.052400000000003,True
1889,CHEMBL1172275,77.0,nM,7.11,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(-n4ccnc4)cc3)sc12,435.1365105320001,8,1,4.115700000000003,True
1890,CHEMBL1171349,80.0,nM,7.1,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(-n4cnnn4)cc3)sc12,437.12700846800016,10,1,2.9057000000000004,True
1891,CHEMBL1170136,66.0,nM,7.18,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(-n4cccn4)cc3)sc12,435.1365105320001,8,1,4.115700000000003,True
1892,CHEMBL1170135,100.0,nM,7.0,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(C(=O)N4CCCCC4)cc3)sc12,480.183126376,8,1,4.556100000000004,True
1893,CHEMBL1170134,76.0,nM,7.12,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(C(=O)N4CCOCC4)cc3)sc12,482.16239093199994,9,1,3.402400000000002,True
1894,CHEMBL1172442,26.0,nM,7.58,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(C(=O)N(C)CCOC)cc3)sc12,484.17804099599994,9,1,3.6484000000000023,True
1895,CHEMBL1170583,89.0,nM,7.05,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(C(=O)N4CCN(C)CC4)cc3)sc12,495.194025408,9,1,3.3176000000000014,True
1896,CHEMBL1170582,84.0,nM,7.08,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(C(=O)NC)cc3)sc12,426.136176184,8,2,3.289600000000001,True
1897,CHEMBL1171200,68.0,nM,7.17,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(C(=O)N4CCCC4)cc3)sc12,466.167476312,8,1,4.166000000000003,True
1898,CHEMBL1170367,51.0,nM,7.29,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccnn3C)sc12,373.1208604680001,8,1,2.663500000000001,True
1899,CHEMBL1170519,18.0,nM,7.75,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3cc[nH]c3)sc12,358.109961436,7,2,3.2581000000000007,True
1900,CHEMBL1171163,41.0,nM,7.39,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3cnn(C)c3)sc12,373.1208604680001,8,1,2.663500000000001,True
1901,CHEMBL1171165,3.0,nM,8.52,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3cnn(Cc4cccc(F)c4)c3)sc12,467.1427387840001,8,1,4.313900000000004,True
1902,CHEMBL1222145,13.0,nM,7.89,CCOC(=O)c1sc(NC(=O)c2ccco2)nc1-c1ccccc1,342.067427928,6,1,3.8321000000000023,True
1903,CHEMBL1222241,62.0,nM,7.21,CCCC(=O)c1sc(NC(=O)c2ccco2)nc1-c1ccccc1,340.088163372,5,1,4.638200000000003,True
1904,CHEMBL1222242,190.0,nM,6.72,CCOCc1sc(NC(=O)c2ccco2)nc1-c1ccccc1,328.088163372,5,1,4.191900000000003,True
1905,CHEMBL1222246,700.0,nM,6.16,Cc1nc(-c2sc(NC(=O)c3ccco3)nc2-c2ccccc2)no1,352.063011244,7,1,4.013820000000003,True
1906,CHEMBL1222302,190.0,nM,6.72,CC(=O)Nc1nc(-c2ccccc2)c(-c2noc(C)n2)s1,300.06809662399996,6,1,3.126920000000001,True
1907,CHEMBL1222303,28.0,nM,7.55,Cc1nc(-c2sc(NC(=O)C3CC3)nc2-c2ccccc2)no1,326.08374668799996,6,1,3.5170200000000014,True
1908,CHEMBL1222304,33.0,nM,7.48,Cc1nc(-c2sc(NC(=O)CC(C)C)nc2-c2ccccc2)no1,342.11504681599996,6,1,4.153120000000002,True
1909,CHEMBL1222305,83.0,nM,7.08,Cc1nc(-c2sc(NC(=O)c3ccccc3)nc2-c2ccccc2)no1,362.08374668799996,6,1,4.420820000000003,True
1910,CHEMBL1222306,25.0,nM,7.6,Cc1nc(-c2sc(NC(=O)Cc3ccccc3)nc2-c2ccccc2)no1,376.09939675199996,6,1,4.349720000000003,True
1911,CHEMBL1222369,410.0,nM,6.39,O=C(Nc1nc(-c2ccccc2)c(-c2ncon2)s1)c1ccco1,338.04736117999994,7,1,3.705400000000002,True
1912,CHEMBL1222370,120.0,nM,6.92,O=C(Nc1nc(-c2ccccc2)c(-c2ncon2)s1)C1CC1,312.06809662399996,6,1,3.2086000000000015,True
1913,CHEMBL1222371,340.0,nM,6.47,CC(C)CC(=O)Nc1nc(-c2ccccc2)c(-c2ncon2)s1,328.09939675199996,6,1,3.8447000000000022,True
1914,CHEMBL1222372,330.0,nM,6.48,O=C(Nc1nc(-c2ccccc2)c(-c2ncon2)s1)c1ccccc1,348.06809662399996,6,1,4.112400000000002,True
1915,CHEMBL1222373,710.0,nM,6.15,O=C(Cc1ccccc1)Nc1nc(-c2ccccc2)c(-c2ncon2)s1,362.08374668799996,6,1,4.041300000000002,True
