,molecule_chembl_id,Ki,units,pKi,smiles,molecular_weight,n_hba,n_hbd,logp,passed
983,CHEMBL260615,19.0,nM,7.72,N#Cc1c(N)nc(-c2ccccc2)nc1-c1ccccc1,272.106196384,4,2,3.2644800000000016,True
984,CHEMBL409125,69.2,nM,7.16,O=C(Nc1cc(-c2ccc3c(c2)OCO3)nc(-c2ccccc2)n1)C1CC1,359.1269914040001,6,1,3.887800000000002,True
985,CHEMBL261198,574.0,nM,6.24,CCC(CC)C(=O)Nc1cc(-c2ccc3c(c2)OCO3)nc(-c2ccccc2)n1,389.1739415960001,6,1,4.914000000000005,True
986,CHEMBL409126,222.0,nM,6.65,CCCC(=O)Nc1cc(-c2ccc3c(c2)OCO3)nc(-c2ccccc2)n1,361.1426414680001,6,1,4.277900000000003,True
987,CHEMBL259392,339.0,nM,6.47,O=C(Nc1cc(-c2ccc3c(c2)OCO3)nc(-c2ccccc2)n1)C1CCCC1,387.1582915320001,6,1,4.668000000000003,True
988,CHEMBL258834,557.0,nM,6.25,Nc1cc(-c2ccc3c(c2)OCO3)nc(-c2ccccc2)n1,291.10077665600005,5,2,3.121500000000001,True
989,CHEMBL406788,169.0,nM,6.77,Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,247.110947416,3,2,3.392800000000002,True
990,CHEMBL258924,44.3,nM,7.35,N#Cc1c(N)nc(-c2ccccc2)nc1-c1ccc2c(c1)OCO2,316.09602562399994,6,2,2.9931800000000015,True
991,CHEMBL408266,73.0,nM,7.14,CCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(C)c1=O,350.149123816,8,1,1.3549999999999998,True
992,CHEMBL261554,781.0,nM,6.11,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cc(-c5ccc(Cl)cc5)on4)c3)nc2n(CC)c1=O,479.14726524400004,10,1,3.5364000000000013,True
993,CHEMBL407969,2370.0,nM,5.62,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cc(-c5ccc(C(F)(F)F)cc5)on4)c3)nc2n(CC)c1=O,513.173622224,10,1,3.9018000000000024,True
994,CHEMBL428086,3780.0,nM,5.42,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4nc(-c5ccc(Cl)cc5)no4)c3)nc2n(CC)c1=O,480.14251421200004,11,1,2.9314,True
995,CHEMBL410529,1950.0,nM,5.71,CCCn1c(=O)c2[nH]c(-c3cnn(-c4ccc[n+]([O-])c4)c3)nc2n(CC)c1=O,381.15493746800007,10,1,0.8023,True
996,CHEMBL427736,2280.0,nM,5.64,CCn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(-c4ccc(C(F)(F)F)nc4)c3)nc21,445.14740747600007,9,1,2.5827,True
997,CHEMBL259565,5410.0,nM,5.27,CCn1c(=O)n(CC(C)C)c(=O)c2[nH]c(-c3cnn(-c4ccc(C(F)(F)F)nc4)c3)nc21,447.16305754000007,9,1,2.8287000000000004,True
998,CHEMBL259772,2250.0,nM,5.65,CCCn1c(=O)c2[nH]c(-c3cnn(-c4ccc(C(F)(F)F)nc4)c3)nc2n(CC)c1=O,433.14740747600007,9,1,2.582700000000001,True
999,CHEMBL260878,670.0,nM,6.17,CCCn1c(=O)c2[nH]c(-c3cnn(-c4ccc(C)nc4)c3)nc2n(CC)c1=O,379.17567291200004,9,1,1.8723199999999998,True
1000,CHEMBL261526,312.0,nM,6.51,CCCn1c(=O)c2[nH]c(-c3cnn(-c4cccnc4)c3)nc2n(CC)c1=O,365.16002284800004,9,1,1.5638999999999998,True
1001,CHEMBL261525,411.0,nM,6.39,CCCn1c(=O)c2[nH]c(-c3cnn(-c4ccccn4)c3)nc2n(CC)c1=O,365.16002284800004,9,1,1.5638999999999998,True
1002,CHEMBL258499,1090.0,nM,5.96,CCn1c(=O)n(CC(C)C)c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc21,460.18345863600007,8,1,3.4928000000000017,True
1003,CHEMBL261819,3850.0,nM,5.42,CCn1c(=O)n(CC(C)C)c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc21,410.18665219600007,8,1,2.6131,True
1004,CHEMBL261817,1220.0,nM,5.91,CCn1c(=O)n(CC(C)C)c(=O)c2[nH]c(-c3cn[nH]c3)nc21,302.14912381600004,8,2,0.9522999999999993,True
1005,CHEMBL411452,272.0,nM,6.57,CCn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc21,458.16780857200007,8,1,3.2468000000000012,True
1006,CHEMBL408936,181.0,nM,6.74,CCn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc21,390.18042394400004,8,1,2.2279999999999998,True
1007,CHEMBL430050,234.0,nM,6.63,CCn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cn[nH]c3)nc21,300.13347375200004,8,2,0.7062999999999994,True
1008,CHEMBL260933,3280.0,nM,5.48,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(CC)c1=O,446.16780857200007,8,1,3.2468000000000012,True
1009,CHEMBL265213,2500.0,nM,5.6,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(CC)c1=O,396.17100213200007,8,1,2.3671000000000006,True
1010,CHEMBL265212,261.0,nM,6.58,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(CC)c1=O,378.18042394400004,8,1,2.2279999999999998,True
1011,CHEMBL405901,496.0,nM,6.3,CCCn1c(=O)c2[nH]c(-c3cn[nH]c3)nc2n(CC)c1=O,288.13347375199993,8,2,0.7063,True
1012,CHEMBL412747,312.0,nM,6.51,Cn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc21,444.15215850800007,8,1,2.7639000000000005,True
1013,CHEMBL259300,73.0,nM,7.14,Cn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc21,394.15535206800007,8,1,1.8841999999999992,True
1014,CHEMBL259524,149.0,nM,6.83,Cn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc21,376.16477388000004,8,1,1.745099999999999,True
1015,CHEMBL259129,633.0,nM,6.2,CC(C)Cn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(C)c1=O,446.16780857200007,8,1,3.009900000000002,True
1016,CHEMBL259130,301.0,nM,6.52,CC(C)Cn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O,396.17100213200007,8,1,2.1302000000000003,True
1017,CHEMBL409852,408.0,nM,6.39,CC(C)Cn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(C)c1=O,378.18042394400004,8,1,1.9910999999999999,True
1018,CHEMBL406775,1390.0,nM,5.86,CC(C)Cn1c(=O)c2[nH]c(-c3cn[nH]c3)nc2n(C)c1=O,288.13347375199993,8,2,0.46939999999999993,True
1019,CHEMBL258507,481.0,nM,6.32,CCCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(C)c1=O,446.16780857200007,8,1,3.1540000000000017,True
1020,CHEMBL427911,217.0,nM,6.66,CCCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O,396.17100213200007,8,1,2.2743,True
1021,CHEMBL260763,247.0,nM,6.61,CCCCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(C)c1=O,378.18042394400004,8,1,2.1352,True
1022,CHEMBL260976,139.0,nM,6.86,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O,382.15535206800007,8,1,1.8841999999999999,True
1023,CHEMBL260975,450.0,nM,6.35,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(C)c1=O,432.15215850800007,8,1,2.7639000000000014,True
1024,CHEMBL258686,125.0,nM,6.9,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(C)c1=O,364.16477388000004,8,1,1.7450999999999999,True
1025,CHEMBL259342,234.0,nM,6.63,CCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(C)c1=O,418.13650844400007,8,1,2.3738,True
1026,CHEMBL260490,231.0,nM,6.64,CCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O,368.13970200400007,8,1,1.4940999999999998,True
1027,CHEMBL411329,61.0,nM,7.21,O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,378.116682452,3,2,4.447900000000003,True
1028,CHEMBL405235,8.1,nM,8.09,O=C(c1cccs1)c1nc(NCCCO)nc2ccsc12,319.04491865600005,5,2,2.778100000000001,True
1029,CHEMBL405234,4.3,nM,8.37,O=C(c1cccs1)c1nc(NCCO)nc2ccsc12,305.02926859200005,5,2,2.388,True
1030,CHEMBL264433,25.0,nM,7.6,O=C(c1cccs1)c1nc(NCc2ccccc2)nc2ccsc12,351.050004036,4,1,4.595900000000002,True
1031,CHEMBL264436,49.0,nM,7.31,CN(C)c1nc(C(=O)c2cccs2)c2sccc2n1,289.0343539720001,4,0,3.049800000000001,True
1032,CHEMBL404985,25.0,nM,7.6,CCNc1nc(C(=O)c2cccs2)c2sccc2n1,289.0343539720001,4,1,3.4156000000000013,True
1033,CHEMBL264435,60.0,nM,7.22,NNc1nc(C(=O)c2cccs2)c2sccc2n1,276.013952876,5,3,2.2694,True
1034,CHEMBL405026,23.0,nM,7.64,Nc1nc(C(=O)c2cccs2)c2sccc2n1,261.003053844,4,2,2.5660000000000007,True
1035,CHEMBL260547,80.0,nM,7.1,COc1nc(C(=O)c2cccs2)c2sccc2n1,276.002719496,4,0,2.992400000000001,True
1036,CHEMBL407326,16.0,nM,7.8,CCc1nc(C(=O)c2cccs2)c2sccc2n1,274.02345494,3,0,3.5462000000000025,True
1037,CHEMBL259283,29.0,nM,7.54,Cc1nc(C(=O)c2cccs2)c2sccc2n1,260.007804876,3,0,3.292220000000002,True
1038,CHEMBL260758,335.0,nM,6.47,O=C(c1nccs1)c1nc(C(F)(F)F)nc2ccsc12,314.974788408,4,0,3.3976000000000006,True
1039,CHEMBL408703,22.0,nM,7.66,Cc1ccc(C(=O)c2nc(C(F)(F)F)nc3ccsc23)o1,312.018033124,4,0,3.8425200000000013,True
1040,CHEMBL409547,30.0,nM,7.52,O=C(c1ccoc1)c1nc(C(F)(F)F)nc2ccsc12,298.00238306000006,4,0,3.5341000000000005,True
1041,CHEMBL410498,33.0,nM,7.48,O=C(c1ccco1)c1nc(C(F)(F)F)nc2ccsc12,298.00238306000006,4,0,3.5341000000000005,True
1042,CHEMBL258589,56.0,nM,7.25,O=C(c1ccsc1)c1nc(C(F)(F)F)nc2ccsc12,313.97953944000005,3,0,4.002600000000001,True
1043,CHEMBL406932,11.0,nM,7.96,O=C(c1cccs1)c1nc(C(F)(F)F)nc2ccsc12,313.97953944000005,3,0,4.002600000000001,True
1044,CHEMBL411922,118.0,nM,6.93,O=C(c1ccc[nH]1)c1nc(C(F)(F)F)nc2ccsc12,297.01836747199997,4,1,3.2692000000000005,True
1045,CHEMBL405027,1384.0,nM,5.86,O=C(c1ccncc1)c1nc(C(F)(F)F)nc2ccsc12,309.01836747199997,4,0,3.336100000000001,True
1046,CHEMBL264699,435.0,nM,6.36,O=C(c1cccnc1)c1nc(C(F)(F)F)nc2ccsc12,309.01836747199997,4,0,3.336100000000001,True
1047,CHEMBL264698,5737.0,nM,5.24,O=C(c1ccccn1)c1nc(C(F)(F)F)nc2ccsc12,309.01836747199997,4,0,3.336100000000001,True
1048,CHEMBL405028,92.0,nM,7.04,O=C(c1ccccc1)c1nc(C(F)(F)F)nc2ccsc12,308.023118504,3,0,3.9411000000000014,True
1049,CHEMBL265465,3055.0,nM,5.51,OC(c1ccccc1)c1nc(C(F)(F)F)nc2ccsc12,310.038768568,3,1,3.791800000000001,True
1050,CHEMBL265464,6493.0,nM,5.19,OC(c1ccccc1)c1nc(C(F)(F)F)nc2ccccc12,304.082347632,3,1,3.7303000000000024,True
1051,CHEMBL408869,9524.0,nM,5.02,OC(c1ccccc1)c1cc(C(F)(F)F)nc2ccccc12,303.087098664,2,1,4.335300000000003,True
1052,CHEMBL411685,2534.0,nM,5.6,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,378.116682452,3,2,4.447900000000003,True
1053,CHEMBL411686,124.0,nM,6.91,O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,378.116682452,3,2,4.447900000000003,True
1054,CHEMBL172,6553.0,nM,5.18,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,378.116682452,3,2,4.447900000000003,True
1055,CHEMBL253753,391.0,nM,6.41,Clc1nc(-c2cccs2)c2sccc2n1,251.95826784,2,0,4.073200000000001,True
1056,CHEMBL406048,3.6,nM,8.44,OC[C@H]1CCCN1c1nc(-c2nccs2)c2sccc2n1,318.060903068,5,1,2.775900000000001,True
1057,CHEMBL260718,2.8,nM,8.55,OC[C@@H]1CCCN1c1nc(-c2nccs2)c2sccc2n1,318.060903068,5,1,2.775900000000001,True
1058,CHEMBL407638,18.0,nM,7.75,OCCNc1nc(-c2nccs2)c2sccc2n1,278.02960294,5,2,2.2189999999999994,True
1059,CHEMBL406049,3.1,nM,8.51,CC(C)(C)c1nc(-c2nccs2)c2sccc2n1,275.05508941600004,3,0,4.112300000000003,True
1060,CHEMBL260719,3.3,nM,8.48,c1csc(-c2nc(C3CC3)nc3ccsc23)n1,259.023789288,3,0,3.6922000000000015,True
1061,CHEMBL407307,1.4,nM,8.85,CC(C)c1nc(-c2nccs2)c2sccc2n1,261.039439352,3,0,3.938200000000003,True
1062,CHEMBL260773,20.0,nM,7.7,Clc1nc(-c2nccs2)c2sccc2n1,252.953516808,3,0,3.4682000000000013,True
1063,CHEMBL406483,81.0,nM,7.09,CN(C)c1nc(-c2cnccn2)c2sccc2n1,257.073516352,5,0,2.2142999999999997,True
1064,CHEMBL259952,19.0,nM,7.72,Cc1ccc(-c2nc(N(C)C)nc3ccsc23)nc1,270.093917448,4,0,3.127720000000002,True
1065,CHEMBL259953,26.0,nM,7.58,CN(C)c1nc(-c2ccccn2)c2sccc2n1,256.078267384,4,0,2.819300000000001,True
1066,CHEMBL406745,3079.0,nM,5.51,CN(C)c1nc(-c2cn[nH]c2)c2sccc2n1,245.07351635199998,5,1,2.1474,True
1067,CHEMBL406314,14.0,nM,7.85,CN(C)c1nc(-c2nccn2C)c2sccc2n1,259.089166416,5,0,2.1578,True
1068,CHEMBL408146,299.0,nM,6.52,CN(C)c1nc(-c2ncc[nH]2)c2sccc2n1,245.07351635199998,5,1,2.1474,True
1069,CHEMBL259442,6.6,nM,8.18,Cc1nc(-c2nc(N(C)C)nc3ccsc23)sc1C,290.065988448,4,0,3.4976400000000023,True
1070,CHEMBL407064,5.7,nM,8.24,Cc1cnc(-c2nc(N(C)C)nc3ccsc23)s1,276.050338384,4,0,3.1892200000000015,True
1071,CHEMBL406315,1.3,nM,8.89,Cc1csc(-c2nc(N(C)C)nc3ccsc23)n1,276.050338384,4,0,3.1892200000000024,True
1072,CHEMBL259111,35.0,nM,7.46,Nc1nc(-c2nccs2)c2sccc2n1,234.003388192,4,2,2.3970000000000002,True
1073,CHEMBL402464,2.3,nM,8.64,CN(C)c1nc(-c2nccs2)c2sccc2n1,262.03468832,4,0,2.8808000000000016,True
1074,CHEMBL258901,748.0,nM,6.13,CN(C)c1nc(-c2ccoc2)c2sccc2n1,245.062282972,4,0,3.0173000000000014,True
1075,CHEMBL258900,203.0,nM,6.69,OCCNc1nc(-c2ccco2)c2sccc2n1,261.057197592,5,2,2.3555,True
1076,CHEMBL405567,60.0,nM,7.22,CN(C)c1nc(-c2ccco2)c2sccc2n1,245.062282972,4,0,3.0173000000000014,True
1077,CHEMBL260667,58.0,nM,7.24,CCNc1nc(-c2ccco2)c2sccc2n1,245.062282972,4,1,3.3831000000000016,True
1078,CHEMBL259445,40.0,nM,7.4,CNc1nc(-c2ccco2)c2sccc2n1,231.046632908,4,1,2.9930000000000003,True
1079,CHEMBL406298,14.0,nM,7.85,Nc1nc(-c2ccco2)c2sccc2n1,217.030982844,4,2,2.5335,True
1080,CHEMBL261754,1326.0,nM,5.88,CN(C)c1nc(-c2cc3ccccc3s2)c2sccc2n1,311.05508941600004,3,0,4.639000000000003,True
1081,CHEMBL408624,12.0,nM,7.92,CCc1nc(-c2cccc(C)n2)c2sccc2n1,255.083018416,3,0,3.6241200000000022,True
1082,CHEMBL259337,13.0,nM,7.89,CCc1nc(-c2ccccn2)c2sccc2n1,241.067368352,3,0,3.3157000000000014,True
1083,CHEMBL407652,779.0,nM,6.11,CCc1nc(-n2nccn2)c2sccc2n1,231.05786628799999,5,0,1.8343999999999998,True
1084,CHEMBL403704,142.0,nM,6.85,CCc1nc(-c2ncc[nH]2)c2sccc2n1,230.06261732,4,1,2.6437999999999997,True
1085,CHEMBL259323,2.1,nM,8.68,CCc1nc(-c2nc(C)cs2)c2sccc2n1,261.039439352,3,0,3.685620000000003,True
1086,CHEMBL407650,1.6,nM,8.8,CCc1nc(-c2nccs2)c2sccc2n1,247.023789288,3,0,3.377200000000002,True
1087,CHEMBL259338,681.0,nM,6.17,CCc1nc(-c2ccoc2)c2sccc2n1,230.05138394,3,0,3.513700000000002,True
1088,CHEMBL265695,30.0,nM,7.52,CCc1nc(-c2ccco2)c2sccc2n1,230.05138394,3,0,3.513700000000002,True
1089,CHEMBL405479,172.0,nM,6.76,OCCNc1nc(-c2cccs2)c2sccc2n1,277.034353972,4,2,2.8240000000000007,True
1090,CHEMBL265696,55.0,nM,7.26,CN(C)c1nc(-c2cccs2)c2sccc2n1,261.039439352,3,0,3.485800000000002,True
1091,CHEMBL407327,154.0,nM,6.81,CCNc1nc(-c2cccs2)c2sccc2n1,261.039439352,3,1,3.851600000000002,True
1092,CHEMBL265937,444.0,nM,6.35,COc1nc(-c2cccs2)c2sccc2n1,248.007804876,3,0,3.4284000000000017,True
1093,CHEMBL402817,69.0,nM,7.16,CCc1nc(-c2cccs2)c2sccc2n1,246.02854032,2,0,3.9822000000000024,True
1094,CHEMBL258836,102.0,nM,6.99,Cc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3)c2n1,333.12257472000005,7,1,3.1526200000000015,True
1095,CHEMBL409152,23.0,nM,7.64,CN(C)c1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3)c2n1,362.14912381600004,8,1,2.9102000000000015,True
1096,CHEMBL411473,13.0,nM,7.89,CSc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3)c2n1,365.09464572,7,1,3.5661000000000014,True
1097,CHEMBL410033,8.0,nM,8.1,COc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3)c2n1,349.11748934,8,1,2.852800000000001,True
1098,CHEMBL258960,56.0,nM,7.25,Nc1nc(-c2cncs2)c2ncn(C(=O)NCc3ccccc3)c2n1,351.09022903600004,8,3,2.2899000000000003,True
1099,CHEMBL259164,17.0,nM,7.77,Nc1nc(-c2ccccc2)c2ncn(C(=O)NCc3ccccc3)c2n1,344.138559132,7,3,2.833400000000001,True
1100,CHEMBL264431,13.0,nM,7.89,Nc1nc(-c2cccs2)c2ncn(C(=O)NCc3ccccc3)c2n1,350.09498006800004,7,3,2.8949000000000007,True
1101,CHEMBL411034,1.0,nM,9.0,Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3Cl)c2n1,368.07885133600007,8,3,3.0798000000000014,True
1102,CHEMBL264432,1.0,nM,9.0,Cc1ccc(CNC(=O)n2cnc3c(-c4ccco4)nc(N)nc32)cc1,348.13347375200004,8,3,2.73482,True
1103,CHEMBL259049,1.0,nM,9.0,Cc1cccc(CNC(=O)n2cnc3c(-c4ccco4)nc(N)nc32)c1,348.13347375200004,8,3,2.73482,True
1104,CHEMBL429144,1.0,nM,9.0,Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccc(F)cc3)c2n1,352.1084018760001,8,3,2.5655,True
1105,CHEMBL259832,2.0,nM,8.7,Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccco3)c2n1,324.097088244,9,3,2.0193999999999996,True
1106,CHEMBL409915,1.0,nM,9.0,Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3cccs3)c2n1,340.0742446240001,8,3,2.4879,True
1107,CHEMBL410679,26.0,nM,7.58,C[C@@H](NC(=O)n1cnc2c(-c3ccco3)nc(N)nc21)c1ccccc1,348.133473752,8,3,2.987400000000001,True
1108,CHEMBL409682,2.0,nM,8.7,C[C@H](NC(=O)n1cnc2c(-c3ccco3)nc(N)nc21)c1ccccc1,348.133473752,8,3,2.987400000000001,True
1109,CHEMBL260989,6.0,nM,8.22,Nc1nc(-c2ccco2)c2ncn(C(=O)NCCc3ccccc3)c2n1,348.13347375200004,8,3,2.4689000000000005,True
1110,CHEMBL409879,206.0,nM,6.69,Nc1nc(-c2ccco2)c2ncn(C(=O)Nc3ccccc3)c2n1,320.10217362400005,8,3,2.7487000000000004,True
1111,CHEMBL261203,1.0,nM,9.0,Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3)c2n1,334.11782368800004,8,3,2.4264,True
1112,CHEMBL260008,779.0,nM,6.11,CS(=O)(=O)c1ccc(Cn2cnc3c(-c4ccco4)nc(N)nc32)cc1,369.0895603400001,8,2,2.1203,True
1113,CHEMBL260209,5.0,nM,8.3,Nc1nc(-c2ccco2)c2ncn(Cc3ccccc3F)c2n1,309.10258822400004,6,2,2.855900000000001,True
1114,CHEMBL410463,4105.0,nM,5.39,Nc1nc(-c2ccco2)c2ncn(Cc3cccc(C(=O)O)c3)c2n1,335.101839276,8,3,2.415,True
1115,CHEMBL260788,23.0,nM,7.64,Nc1cccc(Cn2cnc3c(-c4ccco4)nc(N)nc32)c1,306.122909068,7,4,2.2990000000000004,True
1116,CHEMBL410445,372.0,nM,6.43,Nc1nc(-c2ccco2)c2ncn(Cc3ccc([N+](=O)[O-])cc3)c2n1,336.09708824399996,9,2,2.625000000000001,True
1117,CHEMBL260790,85.0,nM,7.07,Nc1nc(-c2ccco2)c2ncn(Cc3cccc([N+](=O)[O-])c3)c2n1,336.09708824399996,9,2,2.625000000000001,True
1118,CHEMBL260721,45.0,nM,7.35,COC(=O)c1cccc(Cn2cnc3c(-c4ccco4)nc(N)nc32)c1,349.1174893400001,8,2,2.5034,True
1119,CHEMBL261349,8.0,nM,8.1,Nc1nc(-c2ccco2)c2ncn(Cc3cccc(Cl)c3)c2n1,325.073037684,6,2,3.3702000000000014,True
1120,CHEMBL261534,6.0,nM,8.22,Cc1cccc(Cn2cnc3c(-c4ccco4)nc(N)nc32)c1,305.1276601,6,2,3.02522,True
1121,CHEMBL404447,261.0,nM,6.58,Nc1nc(-c2ccco2)c2nc[nH]c2n1,201.065059844,6,3,1.1950999999999998,True
1122,CHEMBL255939,2086.0,nM,5.68,Nc1nc(-c2ncc[nH]2)c2cnn(Cc3ccccc3F)c2n1,309.113821604,7,3,1.9859999999999998,True
1123,CHEMBL256151,1616.0,nM,5.79,Cn1ccnc1-c1nc(N)nc2c1cnn2Cc1ccccc1F,323.129471668,7,2,1.9963999999999997,True
1124,CHEMBL402606,71.0,nM,7.15,Nc1nc(-n2ccnn2)c2cnn(Cc3ccccc3F)c2n1,310.10907057200006,8,2,1.1765999999999994,True
1125,CHEMBL402389,17.0,nM,7.77,Nc1nc(-c2nccs2)c2cnn(Cc3ccccc3F)c2n1,326.07499357200004,6,2,2.7194000000000003,True
1126,CHEMBL267200,16.0,nM,7.8,Nc1nc(-c2cc[nH]n2)c2cnn(Cc3ccccc3F)c2n1,309.113821604,7,3,1.9859999999999998,True
1127,CHEMBL257982,12.0,nM,7.92,Nc1nc(-c2ccccn2)c2cnn(Cc3ccccc3F)c2n1,320.118572636,6,2,2.6579000000000006,True
1128,CHEMBL258006,9.0,nM,8.05,Nc1nc(-c2cccs2)c2cnn(Cc3ccccc3F)c2n1,325.07974460400004,5,2,3.3244000000000016,True
1129,CHEMBL402103,340.0,nM,6.47,CS(=O)(=O)c1ccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)cc1,369.0895603400001,8,2,2.1202999999999994,True
1130,CHEMBL256344,6.0,nM,8.22,Nc1nc(-c2ccco2)c2cnn(Cc3ccc(C(F)(F)F)cc3)c2n1,359.09939466400004,6,2,3.7356000000000016,True
1131,CHEMBL402409,2.0,nM,8.7,Nc1nc(-c2ccco2)c2cnn(Cc3c(F)cccc3F)c2n1,327.0931664120001,6,2,2.995000000000002,True
1132,CHEMBL403252,4.0,nM,8.4,Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3F)c2n1,309.10258822400004,6,2,2.855900000000001,True
1133,CHEMBL257984,1322.0,nM,5.88,Nc1nc(-c2ccco2)c2cnn(Cc3cccc(C(=O)O)c3)c2n1,335.101839276,8,3,2.415,True
1134,CHEMBL258181,4.0,nM,8.4,Nc1cccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)c1,306.122909068,7,4,2.2990000000000004,True
1135,CHEMBL403470,8.0,nM,8.1,Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3N)c2n1,306.122909068,7,4,2.299,True
1136,CHEMBL256153,119.0,nM,6.92,Nc1nc(-c2ccco2)c2cnn(Cc3ccc([N+](=O)[O-])cc3)c2n1,336.09708824399996,9,2,2.625000000000001,True
1137,CHEMBL256360,4.0,nM,8.4,Nc1nc(-c2ccco2)c2cnn(Cc3cccc([N+](=O)[O-])c3)c2n1,336.09708824399996,9,2,2.625000000000001,True
1138,CHEMBL256359,26.0,nM,7.58,Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3[N+](=O)[O-])c2n1,336.09708824399996,9,2,2.625000000000001,True
1139,CHEMBL256361,4.0,nM,8.4,COC(=O)c1cccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)c1,349.1174893400001,8,2,2.5034,True
1140,CHEMBL401973,2.0,nM,8.7,COc1cccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)c1,321.12257472000005,7,2,2.7253999999999996,True
1141,CHEMBL257757,1.0,nM,9.0,Nc1nc(-c2ccco2)c2cnn(Cc3cccc(Cl)c3)c2n1,325.073037684,6,2,3.3702000000000014,True
1142,CHEMBL257756,9.0,nM,8.05,Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3Cl)c2n1,325.073037684,6,2,3.3702000000000014,True
1143,CHEMBL402172,3.0,nM,8.52,Cc1cccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)c1,305.1276601,6,2,3.02522,True
1144,CHEMBL260338,1891.0,nM,5.72,CN(C)c1nc(-c2ccco2)c2cnn(CCc3ccccc3)c2n1,333.15896022800007,6,0,3.3950000000000022,True
1145,CHEMBL260337,135.0,nM,6.87,OCCNc1nc(-c2ccco2)c2cnn(CCc3ccccc3)c2n1,349.15387484800004,7,2,2.7332,True
1146,CHEMBL260146,1.0,nM,9.0,Nc1nc(-c2ccco2)c2cnn(C(=O)NCc3ccccc3)c2n1,334.11782368800004,8,3,2.4264,True
